ambito,provincia,campana,tipo_tabaco,es_total,sup_sembrada_ha,sup_cosechada_ha,produccion_kg,rendimiento_kg_ha,precio_acopio_unitario,precio_fet_unitario,precio_total_unitario,moneda,pagina_origen
PROVINCIAL,CHACO,2004/2005,VIRGINIA,False,289.0,283.0,363691.0,1285.0,3.8,1.52,5.32,PESOS,15
PROVINCIAL,CHACO,2004/2005,C. CHAQUEÑO,False,759.0,394.0,297484.0,755.0,1.56,0.66,2.22,PESOS,15
PROVINCIAL,CHACO,2005/2006,VIRGINIA,False,301.0,287.0,386295.0,1346.0,4.26,1.83,6.09,PESOS,15
PROVINCIAL,CHACO,2005/2006,C. CHAQUEÑO,False,428.0,246.0,122735.0,499.0,1.84,0.73,2.57,PESOS,15
PROVINCIAL,CHACO,2006/2007,VIRGINIA,False,305.0,287.0,443028.0,1544.0,4.85,1.95,6.8,PESOS,15
PROVINCIAL,CHACO,2006/2007,C. CHAQUEÑO,False,297.0,162.0,142852.0,884.0,2.97,0.91,3.89,PESOS,15
PROVINCIAL,CHACO,2007/2008,VIRGINIA,False,281.0,279.0,449113.0,1613.0,5.96,1.85,7.81,PESOS,15
PROVINCIAL,CHACO,2007/2008,C. CHAQUEÑO,False,260.0,157.0,153700.0,979.0,5.29,1.26,6.56,PESOS,15
PROVINCIAL,CHACO,2008/2009,VIRGINIA,False,393.0,342.0,311626.0,911.0,8.26,1.97,10.22,PESOS,15
PROVINCIAL,CHACO,2008/2009,C. CHAQUEÑO,False,255.0,255.0,207748.0,815.0,6.08,1.42,7.5,PESOS,15
PROVINCIAL,CHACO,2009/2010,VIRGINIA,False,320.0,320.0,335466.0,1048.0,9.14,2.27,11.41,PESOS,15
PROVINCIAL,CHACO,2009/2010,C. CHAQUEÑO,False,309.0,304.0,331634.0,1090.0,5.95,1.63,7.59,PESOS,15
PROVINCIAL,CHACO,2010/2011,VIRGINIA,False,364.0,281.0,710745.0,2529.0,9.17,2.54,11.71,PESOS,15
PROVINCIAL,CHACO,2010/2011,C. CHAQUEÑO,False,308.0,285.0,274821.0,964.0,6.63,1.86,8.49,PESOS,15
PROVINCIAL,CHACO,2011/2012,VIRGINIA,False,389.0,298.0,478887.0,1607.0,11.52,3.38,14.9,PESOS,15
PROVINCIAL,CHACO,2011/2012,C. CHAQUEÑO,False,280.0,240.0,119041.0,495.0,7.07,2.01,9.08,PESOS,15
PROVINCIAL,CHACO,2012/2013,VIRGINIA,False,407.0,214.0,286845.0,1340.0,8.76,3.24,12.0,PESOS,15
PROVINCIAL,CHACO,2012/2013,C. CHAQUEÑO,False,285.0,205.0,269940.0,1317.0,8.4,3.09,11.49,PESOS,15
PROVINCIAL,CHACO,2013/2014,VIRGINIA,False,373.0,237.0,390780.0,1649.0,12.61,4.67,17.28,PESOS,15
PROVINCIAL,CHACO,2013/2014,C. CHAQUEÑO,False,337.0,,458350.0,,11.51,3.77,15.28,PESOS,15
PROVINCIAL,CHACO,2014/2015,VIRGINIA,False,370.0,,423628.0,,14.36,7.03,21.39,PESOS,15
PROVINCIAL,CHACO,2015/2016,VIRGINIA,False,263.0,209.0,354313.0,1695.0,29.6,12.29,41.89,PESOS,16
PROVINCIAL,CHACO,2015/2016,C. CHAQUEÑO,False,507.5,478.99,521865.0,1090.0,18.43,6.35,24.78,PESOS,16
PROVINCIAL,CHACO,2016/2017,VIRGINIA,False,347.0,327.51,388206.0,1185.0,29.95,11.13,41.08,PESOS,16
PROVINCIAL,CHACO,2016/2017,C. CHAQUEÑO,False,435.0,341.0,516116.0,1514.0,22.56,12.75,35.31,PESOS,16
PROVINCIAL,CHACO,2017/2018,VIRGINIA,False,325.0,320.0,271154.0,847.0,29.3,22.53,51.84,PESOS,16
PROVINCIAL,CHACO,2017/2018,C. CHAQUEÑO,False,497.0,468.0,534572.0,1142.0,23.14,13.37,36.51,PESOS,16
PROVINCIAL,CHACO,2018/2019,VIRGINIA,False,347.0,347.0,511380.0,1474.0,49.26,38.84,88.1,PESOS,16
PROVINCIAL,CHACO,2018/2019,C. CHAQUEÑO,False,747.0,541.0,402238.0,744.0,34.31,17.33,51.64,PESOS,16
PROVINCIAL,CHACO,2019/2020,VIRGINIA,False,412.0,395.0,291822.0,739.0,103.1,52.12,155.22,PESOS,16
PROVINCIAL,CHACO,2019/2020,C. CHAQUEÑO,False,236.0,228.0,279074.0,1225.0,42.68,24.87,67.55,PESOS,16
PROVINCIAL,CHACO,2020/2021,VIRGINIA,False,185.0,181.0,128268.0,709.0,148.67,88.46,237.13,PESOS,16
PROVINCIAL,CHACO,2020/2021,C. CHAQUEÑO,False,324.0,293.0,268416.0,916.0,51.09,29.51,80.6,PESOS,16
PROVINCIAL,CHACO,2021/2022,VIRGINIA,False,275.0,252.0,196345.0,779.0,221.16,127.74,348.91,PESOS,16
PROVINCIAL,CHACO,2021/2022,C. CHAQUEÑO,False,318.0,220.0,152943.0,695.0,173.82,78.01,251.83,PESOS,16
PROVINCIAL,CHACO,2022/2023,VIRGINIA,False,266.0,244.0,156707.0,642.0,391.65,214.62,606.27,PESOS,16
PROVINCIAL,CORRIENTES,1991/1992,C. CORRENTINO,False,7500.0,5300.0,5921068.0,1117.0,1.58,0.36,1.94,PESOS,17
PROVINCIAL,CORRIENTES,1991/1992,BURLEY,False,500.0,500.0,444950.0,890.0,0.49,0.53,1.02,PESOS,17
PROVINCIAL,CORRIENTES,1992/1993,VIRGINIA,False,9.0,9.0,13180.0,1464.0,1.54,0.5,2.04,PESOS,17
PROVINCIAL,CORRIENTES,1992/1993,BURLEY,False,260.0,260.0,279961.0,1077.0,0.86,1.04,1.9,PESOS,17
PROVINCIAL,CORRIENTES,1993/1994,C. CORRENTINO,False,5000.0,3100.0,3953839.0,1275.0,0.85,0.79,1.64,PESOS,17
PROVINCIAL,CORRIENTES,1993/1994,BURLEY,False,14.0,14.0,16294.0,1164.0,1.1,1.11,2.21,PESOS,17
PROVINCIAL,CORRIENTES,1994/1995,C. CORRENTINO,False,6800.0,6400.0,7411672.0,1158.0,0.85,0.78,1.63,PESOS,17
PROVINCIAL,CORRIENTES,1994/1995,BURLEY,False,35.0,32.0,36505.0,1141.0,0.86,0.92,1.78,PESOS,17
PROVINCIAL,CORRIENTES,1995/1996,C. CORRENTINO,False,6500.0,5400.0,5982758.0,1108.0,0.87,0.78,1.65,PESOS,17
PROVINCIAL,CORRIENTES,1995/1996,BURLEY,False,37.0,32.0,36046.0,1126.0,0.88,0.72,1.6,PESOS,17
PROVINCIAL,CORRIENTES,1996/1997,C. CORRENTINO,False,5900.0,5030.0,5935243.0,1180.0,0.83,0.62,1.45,PESOS,17
PROVINCIAL,CORRIENTES,1996/1997,BURLEY,False,150.0,75.0,66653.0,889.0,1.12,0.59,1.71,PESOS,17
PROVINCIAL,CORRIENTES,1997/1998,VIRGINIA,False,150.0,80.0,63511.0,794.0,1.41,0.69,2.1,PESOS,17
PROVINCIAL,CORRIENTES,1997/1998,BURLEY,False,90.0,74.0,182077.0,2461.0,1.17,0.66,1.83,PESOS,17
PROVINCIAL,CORRIENTES,1997/1998,C. CORRENTINO,False,5600.0,4500.0,6981375.0,1551.0,0.59,0.62,1.21,PESOS,17
PROVINCIAL,CORRIENTES,1998/1999,VIRGINIA,False,175.0,143.0,336043.0,2350.0,1.17,0.65,1.82,PESOS,17
PROVINCIAL,CORRIENTES,1998/1999,BURLEY,False,88.0,52.0,67946.0,1307.0,0.81,0.5,1.31,PESOS,17
PROVINCIAL,CORRIENTES,1998/1999,C. CORRENTINO,False,4770.0,3150.0,3693264.0,1172.0,0.61,0.6,1.21,PESOS,17
PROVINCIAL,CORRIENTES,1999/2000,VIRGINIA,False,182.0,98.0,141198.0,1441.0,1.04,0.67,1.71,PESOS,17
PROVINCIAL,CORRIENTES,2000/2001,VIRGINIA,False,115.0,101.0,146841.0,1454.0,0.9,0.67,1.57,PESOS,18
PROVINCIAL,CORRIENTES,2000/2001,BURLEY,False,340.0,265.0,446492.0,1685.0,1.62,0.96,2.58,PESOS,18
PROVINCIAL,CORRIENTES,2000/2001,C. CORRENTINO,False,3667.0,2999.0,3892401.0,1298.0,1.27,0.84,2.11,PESOS,18
PROVINCIAL,CORRIENTES,2001/2002,VIRGINIA,False,228.0,173.0,301776.0,1744.0,1.21,0.7,1.91,PESOS,18
PROVINCIAL,CORRIENTES,2001/2002,BURLEY,False,593.0,292.0,350359.0,1200.0,2.47,1.39,3.86,PESOS,18
PROVINCIAL,CORRIENTES,2001/2002,C. CORRENTINO,False,4199.0,2362.0,2397481.0,1015.0,1.47,1.28,2.75,PESOS,18
PROVINCIAL,CORRIENTES,2002/2003,VIRGINIA,False,148.0,73.0,87267.0,1195.0,1.51,1.34,2.85,PESOS,18
PROVINCIAL,CORRIENTES,2002/2003,BURLEY,False,400.0,350.0,511693.0,1462.0,2.46,1.17,3.63,PESOS,18
PROVINCIAL,CORRIENTES,2002/2003,C. CORRENTINO,False,3500.0,3200.0,4907606.0,1534.0,1.6,0.7,2.3,PESOS,18
PROVINCIAL,CORRIENTES,2003/2004,VIRGINIA,False,350.0,270.0,408898.0,1514.0,2.11,1.23,3.34,PESOS,18
PROVINCIAL,CORRIENTES,2003/2004,BURLEY,False,438.0,316.0,378618.0,1198.0,2.58,1.12,3.7,PESOS,18
PROVINCIAL,CORRIENTES,2003/2004,C. CORRENTINO,False,4045.0,3851.0,4619359.0,1200.0,1.75,0.81,2.56,PESOS,18
PROVINCIAL,CORRIENTES,2004/2005,VIRGINIA,False,363.0,310.0,371471.0,1198.0,2.53,1.31,3.84,PESOS,18
PROVINCIAL,CORRIENTES,2004/2005,BURLEY,False,364.0,263.0,314822.0,1199.0,2.41,1.25,3.66,PESOS,18
PROVINCIAL,CORRIENTES,2004/2005,C. CORRENTINO,False,5268.0,4464.0,5354729.0,1200.0,1.86,0.78,2.64,PESOS,18
PROVINCIAL,CORRIENTES,2005/2006,VIRGINIA,False,542.0,486.0,582783.0,1200.0,3.12,1.67,4.79,PESOS,18
PROVINCIAL,CORRIENTES,2005/2006,BURLEY,False,396.0,268.0,50597.0,189.0,2.27,1.22,3.49,PESOS,18
PROVINCIAL,CORRIENTES,2005/2006,C. CORRENTINO,False,4836.0,4498.0,2079745.0,462.0,1.85,0.72,2.56,PESOS,18
PROVINCIAL,CORRIENTES,2006/2007,VIRGINIA,False,661.0,513.0,174334.0,340.0,2.93,1.62,4.56,PESOS,18
PROVINCIAL,CORRIENTES,2006/2007,BURLEY,False,164.0,106.0,126749.0,1199.0,3.12,1.24,4.36,PESOS,18
PROVINCIAL,CORRIENTES,2006/2007,C. CORRENTINO,False,2987.0,2629.0,3152886.0,1199.0,3.1,0.95,4.05,PESOS,18
PROVINCIAL,CORRIENTES,2007/2008,VIRGINIA,False,453.0,209.0,251244.0,1199.0,3.58,1.57,5.15,PESOS,18
PROVINCIAL,CORRIENTES,2007/2008,BURLEY,False,242.0,242.0,92238.0,381.0,4.17,1.69,5.86,PESOS,18
PROVINCIAL,CORRIENTES,2007/2008,C. CORRENTINO,False,2929.0,2929.0,2328824.0,795.0,4.04,0.96,4.99,PESOS,18
PROVINCIAL,CORRIENTES,2008/2009,VIRGINIA,False,170.0,170.0,69578.0,410.0,4.25,1.62,5.87,PESOS,18
PROVINCIAL,CORRIENTES,2008/2009,BURLEY,False,31.0,13.0,9619.0,726.0,4.71,1.93,6.64,PESOS,18
PROVINCIAL,CORRIENTES,2008/2009,C. CORRENTINO,False,2458.0,2290.0,1130945.0,494.0,4.47,1.04,5.52,PESOS,18
PROVINCIAL,CORRIENTES,2009/2010,VIRGINIA,False,63.0,28.0,27134.0,970.0,5.04,2.07,7.11,PESOS,18
PROVINCIAL,CORRIENTES,2009/2010,BURLEY,False,46.0,38.0,24681.0,646.0,4.72,2.08,6.8,PESOS,18
PROVINCIAL,CORRIENTES,2009/2010,C. ARGENTINO,False,94.0,78.0,113473.0,1454.0,8.21,2.05,10.26,PESOS,18
PROVINCIAL,CORRIENTES,2010/2011,C. CORRENTINO,False,1633.0,1355.0,2118179.0,1563.0,4.59,1.22,5.82,PESOS,18
PROVINCIAL,CORRIENTES,2010/2011,VIRGINIA,False,118.0,98.0,129212.0,1319.0,4.69,2.08,6.77,PESOS,18
PROVINCIAL,CORRIENTES,2011/2012,C. CORRENTINO,False,1744.0,1453.0,2673662.0,1840.0,7.08,1.74,8.81,PESOS,19
PROVINCIAL,CORRIENTES,2011/2012,VIRGINIA,False,144.0,120.0,46707.0,389.0,5.9,3.06,8.96,PESOS,19
PROVINCIAL,CORRIENTES,2011/2012,BURLEY,False,22.0,7.0,5011.0,716.0,5.84,2.85,8.69,PESOS,19
PROVINCIAL,CORRIENTES,2011/2012,C. ARGENTINO,False,85.0,31.0,53292.0,1719.0,10.54,2.77,13.31,PESOS,19
PROVINCIAL,CORRIENTES,2012/2013,C. CORRENTINO,False,1755.0,645.0,1338513.0,2076.0,5.66,1.58,7.24,PESOS,19
PROVINCIAL,CORRIENTES,2012/2013,VIRGINIA,False,85.0,70.0,22474.0,321.0,10.54,3.19,13.73,PESOS,19
PROVINCIAL,CORRIENTES,2012/2013,BURLEY,False,12.0,7.0,8079.0,1154.0,7.68,3.84,11.52,PESOS,19
PROVINCIAL,CORRIENTES,2013/2014,VIRGINIA,False,260.0,137.0,154127.0,1125.0,13.16,3.55,16.71,PESOS,19
PROVINCIAL,CORRIENTES,2013/2014,C. CORRENTINO,False,1602.0,283.0,467044.0,1650.0,7.87,2.85,10.72,PESOS,19
PROVINCIAL,CORRIENTES,2014/2015,VIRGINIA,False,158.0,28.0,21952.0,784.0,15.67,5.53,21.2,PESOS,19
PROVINCIAL,CORRIENTES,2014/2015,C. CORRENTINO,False,1636.0,1065.0,634892.0,596.0,11.8,5.22,17.02,PESOS,19
PROVINCIAL,CORRIENTES,2015/2016,VIRGINIA,False,148.0,96.0,52292.0,545.0,19.02,8.41,27.43,PESOS,19
PROVINCIAL,CORRIENTES,2015/2016,C. CORRENTINO,False,66.0,66.0,1268937.0,19226.0,14.78,5.09,19.87,PESOS,19
PROVINCIAL,CORRIENTES,2016/2017,VIRGINIA,False,1626.0,1626.0,51343.0,32.0,21.75,7.49,29.24,PESOS,19
PROVINCIAL,CORRIENTES,2016/2017,C. CORRENTINO,False,1286.0,1286.0,1629031.0,1267.0,20.91,11.82,32.72,PESOS,19
PROVINCIAL,CORRIENTES,2017/2018,C. CORRENTINO,False,1144.0,1144.0,737227.0,644.0,31.71,18.32,50.02,PESOS,19
PROVINCIAL,CORRIENTES,2018/2019,C. CORRENTINO,False,1299.0,1299.0,2051162.0,1579.0,45.38,22.92,68.3,PESOS,19
PROVINCIAL,CORRIENTES,2019/2020,C. CORRENTINO,False,1348.0,1348.0,1642340.0,1218.0,64.74,37.75,102.49,PESOS,19
PROVINCIAL,CORRIENTES,2020/2021,C. CORRENTINO,False,1348.0,1000.0,1370184.0,1370.0,121.69,70.3,191.98,PESOS,19
PROVINCIAL,CORRIENTES,2021/2022,BURLEY,False,50.0,40.0,56380.0,1410.0,683.92,232.34,916.26,PESOS,19
PROVINCIAL,CORRIENTES,2021/2022,C. CORRENTINO,False,1200.0,800.0,929027.0,1161.0,456.92,205.07,661.99,PESOS,19
PROVINCIAL,CORRIENTES,2022/2023,VIRGINIA,False,1.0,1.0,1011.0,1011.0,596.15,282.29,878.44,PESOS,19
PROVINCIAL,JUJUY,1991/1992,VIRGINIA,False,19765.0,17197.0,30101784.0,1750.0,1.48,0.57,2.05,PESOS,20
PROVINCIAL,JUJUY,1991/1992,BURLEY,False,300.0,300.0,188397.0,628.0,1.51,0.5,2.01,PESOS,20
PROVINCIAL,JUJUY,1992/1993,VIRGINIA,False,19479.0,15979.0,33109364.0,2072.0,1.84,0.59,2.43,PESOS,20
PROVINCIAL,JUJUY,1992/1993,BURLEY,False,60.0,25.0,39960.0,1598.0,0.72,0.84,1.56,PESOS,20
PROVINCIAL,JUJUY,1993/1994,VIRGINIA,False,13010.0,12573.0,22737412.0,1808.0,1.17,1.16,2.33,PESOS,20
PROVINCIAL,JUJUY,1993/1994,BURLEY,False,3.0,3.0,4683.0,1561.0,0.71,0.98,1.69,PESOS,20
PROVINCIAL,JUJUY,1994/1995,VIRGINIA,False,14428.0,12220.0,21971781.0,1798.0,1.35,1.33,2.68,PESOS,20
PROVINCIAL,JUJUY,1994/1995,BURLEY,False,5.0,2.0,2198.0,1099.0,1.25,1.18,2.43,PESOS,20
PROVINCIAL,JUJUY,1995/1996,VIRGINIA,False,16170.0,13870.0,30174961.0,2176.0,1.8,1.4,3.2,PESOS,20
PROVINCIAL,JUJUY,1995/1996,BURLEY,False,1.0,1.0,346.0,692.0,1.22,0.72,1.94,PESOS,20
PROVINCIAL,JUJUY,1996/1997,VIRGINIA,False,20500.0,19400.0,39028151.0,2012.0,1.96,0.73,2.69,PESOS,20
PROVINCIAL,JUJUY,1997/1998,VIRGINIA,False,20500.0,18000.0,34326453.0,1907.0,1.32,0.73,2.05,PESOS,20
PROVINCIAL,JUJUY,1998/1999,VIRGINIA,False,16026.0,15801.0,34838393.0,2205.0,1.11,0.71,1.82,PESOS,20
PROVINCIAL,JUJUY,1999/2000,VIRGINIA,False,14659.0,12711.0,30175578.0,2374.0,1.17,0.83,2.0,PESOS,20
PROVINCIAL,JUJUY,2000/2001,VIRGINIA,False,14986.0,14986.0,35846505.0,2392.0,1.88,1.1,2.98,PESOS,20
PROVINCIAL,JUJUY,2001/2002,VIRGINIA,False,15375.0,14377.0,35690269.0,2482.0,3.59,1.62,5.21,PESOS,20
PROVINCIAL,JUJUY,2003/2004,VIRGINIA,False,19017.0,18417.0,45165534.0,2452.0,3.88,1.52,5.4,PESOS,21
PROVINCIAL,JUJUY,2004/2005,VIRGINIA,False,18624.0,17597.0,39279218.0,2232.0,4.19,1.75,5.93,PESOS,21
PROVINCIAL,JUJUY,2005/2006,VIRGINIA,False,19045.0,17580.0,43313839.0,2464.0,5.12,1.99,7.11,PESOS,21
PROVINCIAL,JUJUY,2006/2007,VIRGINIA,False,19408.0,18829.0,44059350.0,2340.0,5.9,1.82,7.71,PESOS,21
PROVINCIAL,JUJUY,2007/2008,VIRGINIA,False,18846.0,18846.0,44438596.0,2358.0,8.98,2.13,11.11,PESOS,21
PROVINCIAL,JUJUY,2008/2009,VIRGINIA,False,19635.0,19635.0,49461487.0,2519.0,9.63,2.25,11.88,PESOS,21
PROVINCIAL,JUJUY,2009/2010,K. AHUMADO,False,1.0,0.48,595.0,1240.0,12.18,3.04,15.23,PESOS,21
PROVINCIAL,JUJUY,2010/2011,VIRGINIA,False,19919.0,19408.0,44566124.0,2296.0,9.06,2.27,11.33,PESOS,21
PROVINCIAL,JUJUY,2011/2012,VIRGINIA,False,16589.0,15946.0,39779575.0,2495.0,14.28,3.69,17.97,PESOS,21
PROVINCIAL,JUJUY,2012/2013,VIRGINIA,False,17225.0,16011.0,41074979.0,2565.0,19.43,4.97,24.4,PESOS,21
PROVINCIAL,JUJUY,2013/2014,VIRGINIA,False,16071.0,15674.0,44503582.0,2839.0,20.04,6.55,26.59,PESOS,21
PROVINCIAL,JUJUY,2014/2015,VIRGINIA,False,13259.0,12212.0,37845331.0,3099.0,29.22,12.92,42.14,PESOS,21
PROVINCIAL,JUJUY,2015/2016,VIRGINIA,False,14682.0,14557.0,40586210.0,2788.0,31.71,10.92,42.64,PESOS,21
PROVINCIAL,JUJUY,2016/2017,C. ARGENTINO,False,1.02,1.02,727.0,713.0,36.96,20.9,57.86,PESOS,21
PROVINCIAL,JUJUY,2017/2018,VIRGINIA,False,15124.0,13815.0,37181539.0,2691.0,39.41,22.25,61.66,PESOS,21
PROVINCIAL,JUJUY,2018/2019,VIRGINIA,False,13830.0,12459.0,35311358.0,2834.0,97.74,49.37,147.11,PESOS,21
PROVINCIAL,JUJUY,2019/2020,VIRGINIA,False,12954.0,10430.0,28729078.0,2754.0,140.51,81.93,222.44,PESOS,21
PROVINCIAL,JUJUY,2020/2021,VIRGINIA,False,12609.0,11897.0,30558443.0,2569.0,228.16,131.8,359.97,PESOS,21
PROVINCIAL,JUJUY,2021/2022,VIRGINIA,False,12595.0,11492.0,28071094.0,2443.0,535.87,240.43,776.29,PESOS,21
PROVINCIAL,MISIONES,1991/1992,KENTUCKY,False,8.0,7.0,9097.0,1300.0,1.52,0.64,2.15,PESOS,22
PROVINCIAL,MISIONES,1991/1992,VIRGINIA,False,1104.0,994.0,2368474.0,2383.0,1.48,0.52,2.0,PESOS,22
PROVINCIAL,MISIONES,1991/1992,BURLEY,False,19241.0,18385.0,31731384.0,1726.0,1.6,0.53,2.13,PESOS,22
PROVINCIAL,MISIONES,1991/1992,C. MISIONERO,False,914.0,604.0,1054150.0,1745.0,0.75,0.31,1.06,PESOS,22
PROVINCIAL,MISIONES,1992/1993,KENTUCKY,False,8.0,6.0,8801.0,1467.0,1.57,0.66,2.23,PESOS,22
PROVINCIAL,MISIONES,1992/1993,VIRGINIA,False,1202.0,1151.0,2303052.0,2001.0,1.74,0.56,2.3,PESOS,22
PROVINCIAL,MISIONES,1992/1993,BURLEY,False,13308.0,13308.0,22113126.0,1662.0,1.18,1.23,2.41,PESOS,22
PROVINCIAL,MISIONES,1992/1993,C. MISIONERO,False,3256.0,3256.0,3296551.0,1012.0,0.75,0.75,1.5,PESOS,22
PROVINCIAL,MISIONES,1993/1994,KENTUCKY,False,291.0,291.0,8484.0,29.0,1.57,0.81,2.38,PESOS,22
PROVINCIAL,MISIONES,1993/1994,VIRGINIA,False,1191.0,1191.0,2511208.0,2108.0,1.21,1.19,2.4,PESOS,22
PROVINCIAL,MISIONES,1993/1994,BURLEY,False,12584.0,8037.0,13673013.0,1701.0,1.3,1.12,2.42,PESOS,22
PROVINCIAL,MISIONES,1993/1994,C. MISIONERO,False,4501.0,3979.0,4855014.0,1220.0,0.75,0.76,1.51,PESOS,22
PROVINCIAL,MISIONES,1994/1995,KENTUCKY,False,3.0,3.0,3414.0,1138.0,1.59,0.82,2.41,PESOS,22
PROVINCIAL,MISIONES,1994/1995,VIRGINIA,False,1029.0,967.0,1934533.0,2001.0,1.29,1.26,2.55,PESOS,22
PROVINCIAL,MISIONES,1995/1996,KENTUCKY,False,12.0,11.0,10802.0,982.0,1.75,0.83,2.58,PESOS,23
PROVINCIAL,MISIONES,1995/1996,VIRGINIA,False,1260.0,1256.0,2520004.0,2006.0,1.35,1.05,2.4,PESOS,23
PROVINCIAL,MISIONES,1995/1996,BURLEY,False,16000.0,15200.0,26050714.0,1714.0,1.45,0.72,2.17,PESOS,23
PROVINCIAL,MISIONES,1995/1996,C. MISIONERO,False,4400.0,4170.0,4982265.0,1195.0,0.78,0.63,1.41,PESOS,23
PROVINCIAL,MISIONES,1996/1997,KENTUCKY,False,4.0,4.0,3545.0,1013.0,1.44,0.63,2.07,PESOS,23
PROVINCIAL,MISIONES,1996/1997,VIRGINIA,False,900.0,870.0,1760368.0,2023.0,1.49,0.58,2.07,PESOS,23
PROVINCIAL,MISIONES,1996/1997,BURLEY,False,21200.0,20092.0,18484424.0,920.0,1.45,0.72,2.17,PESOS,23
PROVINCIAL,MISIONES,1996/1997,C. MISIONERO,False,3658.0,3255.0,1848319.0,568.0,0.68,0.63,1.31,PESOS,23
PROVINCIAL,MISIONES,1997/1998,VIRGINIA,False,904.0,893.0,1436707.0,1609.0,1.42,0.7,2.12,PESOS,23
PROVINCIAL,MISIONES,1997/1998,BURLEY,False,21000.0,19660.0,28057921.0,1427.0,1.37,0.74,2.11,PESOS,23
PROVINCIAL,MISIONES,1997/1998,C. MISIONERO,False,4000.0,3905.0,3166962.0,811.0,0.7,0.64,1.34,PESOS,23
PROVINCIAL,MISIONES,1998/1999,VIRGINIA,False,800.0,533.0,1216485.0,2282.0,1.32,0.71,2.03,PESOS,23
PROVINCIAL,MISIONES,1998/1999,BURLEY,False,16494.0,16214.0,28528666.0,1760.0,1.16,0.73,1.89,PESOS,23
PROVINCIAL,MISIONES,1998/1999,C. MISIONERO,False,4296.0,3852.0,3874802.0,1006.0,0.56,0.62,1.18,PESOS,23
PROVINCIAL,MISIONES,1999/2000,VIRGINIA,False,339.0,338.0,780950.0,2311.0,0.98,0.65,1.63,PESOS,23
PROVINCIAL,MISIONES,1999/2000,BURLEY,False,17489.0,17227.0,24830076.0,1441.0,1.2,0.84,2.04,PESOS,23
PROVINCIAL,MISIONES,1999/2000,C. MISIONERO,False,3119.0,2969.0,1980641.0,667.0,0.46,0.68,1.14,PESOS,23
PROVINCIAL,MISIONES,2000/2001,VIRGINIA,False,148.0,145.0,282499.0,1955.0,0.92,0.7,1.62,PESOS,23
PROVINCIAL,MISIONES,2000/2001,BURLEY,False,22371.0,21798.0,36731178.0,1685.0,1.88,1.13,3.01,PESOS,23
PROVINCIAL,MISIONES,2000/2001,C. MISIONERO,False,2973.0,2660.0,2297883.0,864.0,0.89,0.88,1.77,PESOS,23
PROVINCIAL,MISIONES,2001/2002,VIRGINIA,False,175.0,172.0,395231.0,2298.0,1.19,0.86,2.05,PESOS,23
PROVINCIAL,MISIONES,2001/2002,BURLEY,False,25280.0,23968.0,27760224.0,1158.0,3.27,1.57,4.84,PESOS,23
PROVINCIAL,MISIONES,2001/2002,C. MISIONERO,False,3689.0,2767.0,1569908.0,567.0,1.11,1.06,2.17,PESOS,23
PROVINCIAL,MISIONES,2002/2003,VIRGINIA,False,191.0,187.0,252212.0,1349.0,2.47,1.71,4.18,PESOS,23
PROVINCIAL,MISIONES,2002/2003,BURLEY,False,27428.0,26839.0,45599932.0,1699.0,3.31,1.38,4.69,PESOS,23
PROVINCIAL,MISIONES,2002/2003,C. MISIONERO,False,2425.0,2183.0,1660565.0,761.0,1.63,0.67,2.3,PESOS,23
PROVINCIAL,MISIONES,2003/2004,VIRGINIA,False,325.0,315.0,732457.0,2325.0,2.44,1.61,4.05,PESOS,23
PROVINCIAL,MISIONES,2003/2004,BURLEY,False,32692.0,30417.0,49800580.0,1637.0,3.53,1.36,4.89,PESOS,23
PROVINCIAL,MISIONES,2003/2004,C. MISIONERO,False,2194.0,2010.0,1803441.0,897.0,1.59,0.72,2.31,PESOS,23
PROVINCIAL,MISIONES,2004/2005,VIRGINIA,False,346.0,343.0,784923.0,2288.0,3.01,1.63,4.64,PESOS,23
PROVINCIAL,MISIONES,2004/2005,BURLEY,False,27814.0,26851.0,42081966.0,1567.0,3.74,1.52,5.27,PESOS,23
PROVINCIAL,MISIONES,2004/2005,C. MISIONERO,False,2383.0,2223.0,1885628.0,848.0,1.67,0.7,2.37,PESOS,23
PROVINCIAL,MISIONES,2005/2006,VIRGINIA,False,409.0,388.0,838014.0,2160.0,3.01,1.8,4.8,PESOS,23
PROVINCIAL,MISIONES,2006/2007,VIRGINIA,False,60.0,60.0,139684.0,2328.0,3.82,1.85,5.67,PESOS,24
PROVINCIAL,MISIONES,2006/2007,BURLEY,False,26458.0,21918.0,35280412.0,1610.0,5.93,1.81,7.73,PESOS,24
PROVINCIAL,MISIONES,2007/2008,C. MISIONERO,False,837.0,492.0,730267.0,1484.0,3.55,1.09,4.64,PESOS,24
PROVINCIAL,MISIONES,2007/2008,BURLEY,False,29950.0,25565.0,40336541.0,1578.0,7.98,1.87,9.85,PESOS,24
PROVINCIAL,MISIONES,2008/2009,C. MISIONERO,False,969.0,788.0,709053.0,900.0,4.24,1.0,5.24,PESOS,24
PROVINCIAL,MISIONES,2008/2009,BURLEY,False,27515.0,18446.0,28681790.0,1555.0,8.49,1.97,10.46,PESOS,24
PROVINCIAL,MISIONES,2009/2010,C. MISIONERO,False,1066.0,746.0,731185.0,980.0,4.73,1.1,5.83,PESOS,24
