ambito,provincia,campana,tipo_tabaco,es_total,sup_sembrada_ha,sup_cosechada_ha,produccion_kg,rendimiento_kg_ha,precio_acopio_unitario,precio_fet_unitario,precio_total_unitario,moneda,pagina_origen
PROVINCIAL,MISIONES,2009/2010,BURLEY,False,30060.0,25518.0,35204004.0,1380.0,8.68,2.13,10.81,PESOS,24
PROVINCIAL,MISIONES,2010/2011,C. MISIONERO,False,1036.0,693.0,955505.0,1379.0,4.45,1.11,5.56,PESOS,24
PROVINCIAL,MISIONES,2010/2011,BURLEY,False,25352.0,21294.0,29080235.0,1366.0,10.33,2.96,13.29,PESOS,24
PROVINCIAL,MISIONES,2011/2012,C. MISIONERO,False,828.0,518.0,725619.0,1401.0,5.73,1.65,7.38,PESOS,24
PROVINCIAL,MISIONES,2011/2012,BURLEY,False,24870.0,22362.0,27013893.0,1208.0,16.08,3.28,19.36,PESOS,24
PROVINCIAL,MISIONES,2012/2013,C. MISIONERO,False,681.0,366.0,443021.0,1210.0,9.08,1.87,10.95,PESOS,24
PROVINCIAL,MISIONES,2012/2013,BURLEY,False,25500.0,23768.0,36826527.0,1549.0,17.79,4.54,22.33,PESOS,24
PROVINCIAL,MISIONES,2013/2014,C. MISIONERO,False,440.0,410.0,514993.0,1256.0,8.83,2.26,11.09,PESOS,24
PROVINCIAL,MISIONES,2013/2014,BURLEY,False,25108.0,17331.0,25008109.0,1443.0,19.17,6.13,25.3,PESOS,24
PROVINCIAL,MISIONES,2014/2015,C. MISIONERO,False,485.0,254.0,304924.0,1200.0,9.82,3.21,13.03,PESOS,24
PROVINCIAL,MISIONES,2014/2015,BURLEY,False,19910.0,12384.0,17873156.0,1443.0,25.41,10.99,36.4,PESOS,24
PROVINCIAL,MISIONES,2015/2016,C. MISIONERO,False,532.0,331.0,275971.0,834.0,12.0,5.31,17.31,PESOS,24
PROVINCIAL,MISIONES,2015/2016,BURLEY,False,21752.0,21752.0,33890721.0,1558.0,27.96,9.47,37.43,PESOS,24
PROVINCIAL,MISIONES,2016/2017,C. MISIONERO,False,308.0,308.0,480328.0,1558.0,13.83,4.94,18.76,PESOS,24
PROVINCIAL,MISIONES,2016/2017,BURLEY,False,24340.0,23327.0,29406457.0,1261.0,35.23,19.46,54.69,PESOS,24
PROVINCIAL,MISIONES,2016/2017,C. ARGENTINO,False,5.0,5.0,5111.0,1022.0,26.97,15.0,42.0,PESOS,24
PROVINCIAL,MISIONES,2017/2018,C. MISIONERO,False,621.0,524.0,466346.0,37.0,17.92,10.57,28.49,PESOS,24
PROVINCIAL,MISIONES,2017/2018,BURLEY,False,24792.0,23952.0,33029403.0,1379.0,55.29,31.37,86.66,PESOS,24
PROVINCIAL,MISIONES,2018/2019,BURLEY,False,18264.0,17820.0,29569696.0,1659.0,89.02,42.25,131.27,PESOS,24
PROVINCIAL,MISIONES,2019/2020,VIRGINIA,False,16.0,6.0,10099.0,1683.0,115.94,53.75,169.69,PESOS,24
PROVINCIAL,MISIONES,2020/2021,VIRGINIA,False,11.0,11.0,13405.0,1219.0,176.3,102.8,279.1,PESOS,25
PROVINCIAL,MISIONES,2020/2021,BURLEY,False,18313.0,17019.0,18957718.0,1114.0,196.22,103.96,300.19,PESOS,25
PROVINCIAL,MISIONES,2021/2022,VIRGINIA,False,16.0,14.0,18216.0,1301.0,269.96,155.95,425.91,PESOS,25
PROVINCIAL,MISIONES,2021/2022,BURLEY,False,16488.0,15348.0,18165495.0,1184.0,521.83,222.99,744.82,PESOS,25
PROVINCIAL,MISIONES,2022/2023,VIRGINIA,False,14.0,13.0,18267.0,1405.0,688.15,264.3,952.45,PESOS,25
PROVINCIAL,SALTA,1991/1992,VIRGINIA,False,18012.0,16211.0,22393981.0,1381.0,1.48,0.57,2.05,PESOS,26
PROVINCIAL,SALTA,1991/1992,BURLEY,False,261.0,261.0,140771.0,539.0,1.59,0.52,2.11,PESOS,26
PROVINCIAL,SALTA,1991/1992,C. SALTEÑO,False,802.0,802.0,613256.0,765.0,1.13,0.25,1.38,PESOS,26
PROVINCIAL,SALTA,1992/1993,VIRGINIA,False,19533.0,19533.0,28130588.0,1440.0,1.8,0.58,2.38,PESOS,26
PROVINCIAL,SALTA,1992/1993,BURLEY,False,53.0,5.0,9806.0,1961.0,0.76,1.31,2.07,PESOS,26
PROVINCIAL,SALTA,1992/1993,C. SALTEÑO,False,597.0,563.0,840613.0,1493.0,1.03,0.88,1.91,PESOS,26
PROVINCIAL,SALTA,1993/1994,VIRGINIA,False,11435.0,9228.0,16352000.0,1772.0,1.14,1.17,2.31,PESOS,26
PROVINCIAL,SALTA,1993/1994,BURLEY,False,15.0,10.0,11765.0,1177.0,0.91,1.03,1.94,PESOS,26
PROVINCIAL,SALTA,1993/1994,C. SALTEÑO,False,800.0,720.0,1187161.0,1649.0,1.03,0.8,1.83,PESOS,26
PROVINCIAL,SALTA,1994/1995,VIRGINIA,False,11123.0,11123.0,19137159.0,1721.0,1.36,1.33,2.69,PESOS,26
PROVINCIAL,SALTA,1994/1995,BURLEY,False,15.0,10.0,11958.0,1196.0,1.38,1.29,2.67,PESOS,26
PROVINCIAL,SALTA,1994/1995,C. SALTEÑO,False,750.0,700.0,1284818.0,1835.0,1.06,0.79,1.85,PESOS,26
PROVINCIAL,SALTA,1995/1996,VIRGINIA,False,13145.0,12940.0,25880785.0,2000.0,1.82,1.42,3.24,PESOS,26
PROVINCIAL,SALTA,1995/1996,BURLEY,False,9.0,8.0,8081.0,1010.0,1.34,0.67,2.01,PESOS,26
PROVINCIAL,SALTA,1995/1996,C. SALTEÑO,False,240.0,218.0,422310.0,1937.0,1.03,0.63,1.66,PESOS,26
PROVINCIAL,SALTA,1996/1997,VIRGINIA,False,18000.0,17000.0,33730416.0,1984.0,2.01,0.7,2.71,PESOS,26
PROVINCIAL,SALTA,1996/1997,C. SALTEÑO,False,360.0,306.0,490270.0,1602.0,1.05,0.63,1.68,PESOS,26
PROVINCIAL,SALTA,1997/1998,VIRGINIA,False,21400.0,20400.0,37316783.0,1829.0,1.62,0.72,2.34,PESOS,26
PROVINCIAL,SALTA,1998/1999,VIRGINIA,False,18000.0,13345.0,24164984.0,1811.0,1.34,0.74,2.08,PESOS,27
PROVINCIAL,SALTA,1998/1999,C. SALTEÑO,False,744.0,730.0,1468413.0,2012.0,0.77,0.62,1.39,PESOS,27
PROVINCIAL,SALTA,1999/2000,VIRGINIA,False,14137.0,12356.0,29564489.0,2393.0,1.13,0.73,1.86,PESOS,27
PROVINCIAL,SALTA,1999/2000,C. SALTEÑO,False,582.0,582.0,1146551.0,1971.0,0.82,0.68,1.5,PESOS,27
PROVINCIAL,SALTA,2000/2001,VIRGINIA,False,12301.0,12301.0,23286595.0,1893.0,1.18,0.84,2.02,PESOS,27
PROVINCIAL,SALTA,2000/2001,C. SALTEÑO,False,654.0,654.0,1680541.0,2570.0,1.36,1.01,2.37,PESOS,27
PROVINCIAL,SALTA,2001/2002,VIRGINIA,False,14427.0,14427.0,35912781.0,2489.0,1.95,1.15,3.1,PESOS,27
PROVINCIAL,SALTA,2001/2002,C. SALTEÑO,False,622.0,603.0,1581751.0,2623.0,2.21,1.55,3.76,PESOS,27
PROVINCIAL,SALTA,2002/2003,VIRGINIA,False,16185.0,14750.0,33799706.0,2291.0,3.81,1.72,5.53,PESOS,27
PROVINCIAL,SALTA,2002/2003,C. SALTEÑO,False,959.0,917.0,1643133.0,1792.0,2.28,1.26,3.54,PESOS,27
PROVINCIAL,SALTA,2003/2004,VIRGINIA,False,19408.0,18324.0,44390764.0,2423.0,4.1,1.6,5.7,PESOS,27
PROVINCIAL,SALTA,2003/2004,C. SALTEÑO,False,995.0,961.0,1953689.0,2032.0,2.35,1.09,3.44,PESOS,27
PROVINCIAL,SALTA,2004/2005,VIRGINIA,False,21892.0,20314.0,46944946.0,2311.0,3.85,1.49,5.34,PESOS,27
PROVINCIAL,SALTA,2004/2005,C. SALTEÑO,False,861.0,851.0,1676048.0,1970.0,3.09,1.29,4.38,PESOS,27
PROVINCIAL,SALTA,2005/2006,VIRGINIA,False,21325.0,19122.0,41035229.0,2146.0,4.17,1.73,5.9,PESOS,27
PROVINCIAL,SALTA,2005/2006,C. SALTEÑO,False,918.0,901.0,1253201.0,1392.0,3.53,1.37,4.9,PESOS,27
PROVINCIAL,SALTA,2006/2007,VIRGINIA,False,22629.0,20157.0,41076267.0,2038.0,5.07,1.97,7.05,PESOS,27
PROVINCIAL,SALTA,2006/2007,C. SALTEÑO,False,748.0,738.0,1323511.0,1793.0,4.9,1.51,6.41,PESOS,27
PROVINCIAL,SALTA,2007/2008,VIRGINIA,False,21029.0,18507.0,37707438.0,2037.0,6.18,1.9,8.08,PESOS,27
PROVINCIAL,SALTA,2007/2008,C. SALTEÑO,False,857.0,857.0,1325325.0,1547.0,6.28,1.5,7.78,PESOS,27
PROVINCIAL,SALTA,2008/2009,VIRGINIA,False,20382.0,20382.0,37531002.0,1841.0,9.32,2.22,11.54,PESOS,27
PROVINCIAL,SALTA,2008/2009,C. SALTEÑO,False,849.0,849.0,882044.0,1039.0,8.13,1.89,10.02,PESOS,27
PROVINCIAL,SALTA,2009/2010,VIRGINIA,False,21212.0,20585.0,44982556.0,2185.0,10.11,2.36,12.48,PESOS,27
PROVINCIAL,SALTA,2009/2010,C. ARGENTINO,False,389.0,387.0,406585.0,1050.0,8.67,2.17,10.84,PESOS,27
PROVINCIAL,SALTA,2009/2010,C. SALTEÑO,False,497.0,467.0,626257.0,1341.0,7.15,1.78,8.93,PESOS,27
PROVINCIAL,SALTA,2010/2011,K. AHUMADO,False,34.0,34.0,33129.0,984.0,11.75,2.93,14.68,PESOS,27
PROVINCIAL,SALTA,2010/2011,VIRGINIA,False,22673.0,22673.0,42880645.0,1891.0,9.92,2.49,12.41,PESOS,27
PROVINCIAL,SALTA,2010/2011,C. ARGENTINO,False,359.0,234.0,355032.0,1517.0,9.86,2.84,12.7,PESOS,27
PROVINCIAL,SALTA,2010/2011,C. SALTEÑO,False,502.0,347.0,601872.0,1735.0,7.79,2.24,10.03,PESOS,27
PROVINCIAL,SALTA,2011/2012,VIRGINIA,False,18559.0,18473.0,32038762.0,1734.0,10.6,3.04,13.64,PESOS,27
PROVINCIAL,SALTA,2012/2013,VIRGINIA,False,19431.0,19231.0,35654017.0,1854.0,14.54,3.76,18.3,PESOS,28
PROVINCIAL,SALTA,2013/2014,VIRGINIA,False,18891.0,17789.0,30883226.0,1736.0,18.3,5.97,24.27,PESOS,28
PROVINCIAL,SALTA,2014/2015,VIRGINIA,False,16126.0,13391.0,30955772.0,2312.0,27.25,12.05,39.3,PESOS,28
PROVINCIAL,SALTA,2015/2016,VIRGINIA,False,16859.0,14000.0,32330198.0,2309.0,31.52,10.85,42.38,PESOS,28
PROVINCIAL,SALTA,2016/2017,VIRGINIA,False,18023.0,12543.0,26114056.0,2082.0,40.82,23.05,63.87,PESOS,28
PROVINCIAL,SALTA,2017/2018,VIRGINIA,False,18958.0,17010.0,32193503.0,1893.0,70.54,40.66,111.2,PESOS,28
PROVINCIAL,SALTA,2018/2019,VIRGINIA,False,20444.0,19198.0,34954608.0,1821.0,100.65,50.82,151.48,PESOS,28
PROVINCIAL,SALTA,2019/2020,VIRGINIA,False,20426.0,19611.0,37480969.0,1911.0,155.14,90.46,245.6,PESOS,28
PROVINCIAL,SALTA,2020/2021,VIRGINIA,False,21829.0,17034.0,33063450.0,1941.0,231.59,133.78,365.37,PESOS,28
PROVINCIAL,SALTA,2021/2022,VIRGINIA,False,20979.0,18642.0,33126813.0,1777.0,513.89,230.57,744.46,PESOS,28
PROVINCIAL,TUCUMAN,1991/1992,VIRGINIA,False,140.0,137.0,218039.0,1592.0,1.48,0.52,2.0,PESOS,29
PROVINCIAL,TUCUMAN,1991/1992,BURLEY,False,8550.0,4500.0,8462268.0,1881.0,1.74,0.57,2.31,PESOS,29
PROVINCIAL,TUCUMAN,1992/1993,VIRGINIA,False,450.0,300.0,137171.0,457.0,1.74,0.56,2.3,PESOS,29
PROVINCIAL,TUCUMAN,1992/1993,BURLEY,False,6000.0,5000.0,8396136.0,1679.0,0.92,1.22,2.14,PESOS,29
PROVINCIAL,TUCUMAN,1993/1994,VIRGINIA,False,70.0,30.0,94676.0,3156.0,1.17,1.21,2.38,PESOS,29
PROVINCIAL,TUCUMAN,1993/1994,BURLEY,False,5900.0,5300.0,7487978.0,1413.0,1.12,1.18,2.3,PESOS,29
PROVINCIAL,TUCUMAN,1994/1995,VIRGINIA,False,70.0,40.0,53982.0,1350.0,1.16,1.33,2.49,PESOS,29
PROVINCIAL,TUCUMAN,1994/1995,BURLEY,False,6000.0,5095.0,6489660.0,1274.0,0.9,1.01,1.91,PESOS,29
PROVINCIAL,TUCUMAN,1995/1996,VIRGINIA,False,70.0,50.0,65057.0,1301.0,1.09,1.34,2.43,PESOS,29
PROVINCIAL,TUCUMAN,1995/1996,BURLEY,False,6900.0,6300.0,9152391.0,1453.0,1.31,0.69,2.0,PESOS,29
PROVINCIAL,TUCUMAN,1996/1997,VIRGINIA,False,250.0,200.0,303585.0,1518.0,1.18,0.63,1.81,PESOS,29
PROVINCIAL,TUCUMAN,1996/1997,BURLEY,False,6200.0,5532.0,8840276.0,1598.0,1.32,0.72,2.04,PESOS,29
PROVINCIAL,TUCUMAN,1997/1998,VIRGINIA,False,300.0,170.0,238228.0,1401.0,1.32,0.65,1.97,PESOS,29
PROVINCIAL,TUCUMAN,1997/1998,BURLEY,False,6100.0,5800.0,11705911.0,2018.0,1.02,0.67,1.69,PESOS,29
PROVINCIAL,TUCUMAN,1998/1999,VIRGINIA,False,200.0,140.0,259513.0,1854.0,1.16,0.64,1.8,PESOS,29
PROVINCIAL,TUCUMAN,1998/1999,BURLEY,False,5840.0,5788.0,9559916.0,1652.0,0.89,0.62,1.51,PESOS,29
PROVINCIAL,TUCUMAN,1999/2000,VIRGINIA,False,150.0,98.0,181507.0,1852.0,1.09,0.7,1.79,PESOS,29
PROVINCIAL,TUCUMAN,1999/2000,BURLEY,False,5855.0,5807.0,9924210.0,1709.0,0.92,0.74,1.66,PESOS,29
PROVINCIAL,TUCUMAN,2000/2001,VIRGINIA,False,145.0,93.0,165252.0,1777.0,1.18,0.89,2.07,PESOS,29
PROVINCIAL,TUCUMAN,2000/2001,BURLEY,False,6150.0,6000.0,12107781.0,2018.0,1.58,1.06,2.64,PESOS,29
PROVINCIAL,TUCUMAN,2001/2002,VIRGINIA,False,120.0,110.0,217938.0,1981.0,1.98,1.16,3.14,PESOS,29
PROVINCIAL,TUCUMAN,2002/2003,VIRGINIA,False,70.0,70.0,141816.0,2026.0,3.39,1.53,4.92,PESOS,30
PROVINCIAL,TUCUMAN,2002/2003,BURLEY,False,6400.0,4580.0,9339806.0,2039.0,2.6,1.13,3.73,PESOS,30
PROVINCIAL,TUCUMAN,2003/2004,VIRGINIA,False,100.0,70.0,96091.0,1373.0,3.48,1.36,4.84,PESOS,30
PROVINCIAL,TUCUMAN,2003/2004,BURLEY,False,6900.0,4100.0,8488968.0,2070.0,2.83,1.17,4.0,PESOS,30
PROVINCIAL,TUCUMAN,2004/2005,VIRGINIA,False,100.0,50.0,94726.0,1895.0,3.73,1.44,5.17,PESOS,30
PROVINCIAL,TUCUMAN,2004/2005,BURLEY,False,5000.0,4500.0,9274390.0,2061.0,2.88,1.35,4.23,PESOS,30
PROVINCIAL,TUCUMAN,2005/2006,VIRGINIA,False,100.0,80.0,166666.0,2083.0,4.16,1.73,5.89,PESOS,30
PROVINCIAL,TUCUMAN,2005/2006,BURLEY,False,4000.0,2000.0,4222906.0,2111.0,3.19,1.45,4.63,PESOS,30
PROVINCIAL,TUCUMAN,2006/2007,VIRGINIA,False,100.0,70.0,143997.0,2057.0,4.57,1.78,6.35,PESOS,30
PROVINCIAL,TUCUMAN,2006/2007,BURLEY,False,3140.0,3035.0,6070406.0,2000.0,5.23,1.69,6.91,PESOS,30
PROVINCIAL,TUCUMAN,2007/2008,VIRGINIA,False,91.0,91.0,182273.0,2000.0,6.19,1.9,8.09,PESOS,30
PROVINCIAL,TUCUMAN,2007/2008,BURLEY,False,3683.0,3628.0,6894107.0,1900.0,7.04,1.79,8.83,PESOS,30
PROVINCIAL,TUCUMAN,2008/2009,VIRGINIA,False,83.0,81.0,154253.0,1900.0,8.85,2.1,10.95,PESOS,30
PROVINCIAL,TUCUMAN,2008/2009,BURLEY,False,4167.0,3951.0,5530327.0,1400.0,7.25,1.75,9.01,PESOS,30
PROVINCIAL,TUCUMAN,2009/2010,VIRGINIA,False,72.0,70.0,101438.0,1449.0,9.18,2.15,11.32,PESOS,30
PROVINCIAL,TUCUMAN,2009/2010,BURLEY,False,3963.0,3894.0,6239308.0,1602.0,7.17,1.91,9.08,PESOS,30
PROVINCIAL,TUCUMAN,2009/2010,C. ARGENTINO,False,5.0,5.0,8891.0,1710.0,9.23,2.31,11.54,PESOS,30
PROVINCIAL,TUCUMAN,2010/2011,VIRGINIA,False,50.0,46.0,73669.0,1600.0,7.17,1.8,8.97,PESOS,30
PROVINCIAL,TUCUMAN,2010/2011,BURLEY,False,3098.0,2980.0,5657974.0,1899.0,7.92,2.45,10.37,PESOS,30
PROVINCIAL,TUCUMAN,2010/2011,C. ARGENTINO,False,16.0,16.0,44813.0,2829.0,11.34,2.93,14.27,PESOS,30
PROVINCIAL,TUCUMAN,2011/2012,VIRGINIA,False,74.0,73.0,23366.0,320.0,8.73,2.51,11.24,PESOS,30
PROVINCIAL,TUCUMAN,2011/2012,BURLEY,False,3059.0,2980.0,5977955.0,2006.0,10.44,2.94,13.37,PESOS,30
PROVINCIAL,TUCUMAN,2012/2013,C. ARGENTINO,False,113.0,111.0,184199.0,1659.0,11.34,2.93,14.27,PESOS,30
PROVINCIAL,TUCUMAN,2012/2013,BURLEY,False,3562.0,3155.0,5877469.0,1863.0,15.34,4.3,19.64,PESOS,30
PROVINCIAL,TUCUMAN,2013/2014,C. ARGENTINO,False,206.0,182.0,340080.0,1869.0,15.52,3.98,19.5,PESOS,30
PROVINCIAL,TUCUMAN,2013/2014,BURLEY,False,4150.0,3002.0,5996456.0,1997.0,16.11,5.79,21.9,PESOS,30
PROVINCIAL,TUCUMAN,2014/2015,C. ARGENTINO,False,140.0,119.0,250554.0,2105.0,15.91,5.18,21.09,PESOS,30
PROVINCIAL,TUCUMAN,2014/2015,BURLEY,False,3342.0,3338.0,4651359.0,1393.0,20.78,10.01,30.79,PESOS,30
PROVINCIAL,TUCUMAN,2015/2016,VIRGINIA,False,1.0,1.0,733.0,733.0,31.92,14.11,46.03,PESOS,30
PROVINCIAL,TUCUMAN,2016/2017,VIRGINIA,False,17.45,16.69,30806.0,1846.0,32.5,11.39,43.89,PESOS,31
PROVINCIAL,TUCUMAN,2016/2017,BURLEY,False,4005.0,3934.0,7080569.0,1800.0,30.12,18.67,48.79,PESOS,31
PROVINCIAL,TUCUMAN,2016/2017,C. ARGENTINO,False,85.0,83.0,323266.0,3900.0,31.16,17.61,48.77,PESOS,31
PROVINCIAL,TUCUMAN,2017/2018,VIRGINIA,False,29.0,26.0,47426.0,1800.0,40.69,22.97,63.66,PESOS,31
PROVINCIAL,TUCUMAN,2017/2018,BURLEY,False,4203.0,3896.0,5075776.0,1303.0,48.53,31.18,79.71,PESOS,31
PROVINCIAL,TUCUMAN,2017/2018,C. ARGENTINO,False,170.0,158.0,205374.0,1302.0,48.81,28.2,77.01,PESOS,31
PROVINCIAL,TUCUMAN,2018/2019,VIRGINIA,False,11.0,10.0,9704.0,981.0,66.15,38.13,104.28,PESOS,31
PROVINCIAL,TUCUMAN,2018/2019,BURLEY,False,4540.0,4338.0,7987963.0,1841.0,65.33,41.72,107.05,PESOS,31
PROVINCIAL,TUCUMAN,2018/2019,C. ARGENTINO,False,141.0,138.0,248623.0,1800.0,69.91,35.31,105.22,PESOS,31
PROVINCIAL,TUCUMAN,2019/2020,VIRGINIA,False,40.0,40.0,71166.0,1783.0,99.46,50.22,149.68,PESOS,31
PROVINCIAL,TUCUMAN,2019/2020,BURLEY,False,3934.0,3755.0,4827933.0,1286.0,91.94,69.42,161.36,PESOS,31
PROVINCIAL,TUCUMAN,2019/2020,C. ARGENTINO,False,206.0,196.0,201544.0,1027.0,106.86,62.33,169.18,PESOS,31
PROVINCIAL,TUCUMAN,2020/2021,VIRGINIA,False,17.0,17.0,17382.0,1042.0,148.11,86.36,234.47,PESOS,31
PROVINCIAL,TUCUMAN,2020/2021,BURLEY,False,3946.0,3605.0,6184619.0,1716.0,145.48,109.68,255.16,PESOS,31
PROVINCIAL,TUCUMAN,2020/2021,C. ARGENTINO,False,163.0,163.0,219877.0,1348.0,152.93,88.34,241.27,PESOS,31
PROVINCIAL,TUCUMAN,2021/2022,VIRGINIA,False,22.0,10.0,9051.0,905.0,224.08,129.44,353.51,PESOS,31
PROVINCIAL,TUCUMAN,2021/2022,BURLEY,False,4096.0,3700.0,5746078.0,1553.0,423.94,223.59,647.53,PESOS,31
PROVINCIAL,TUCUMAN,2021/2022,C. ARGENTINO,False,121.0,121.0,203913.0,1689.0,311.72,139.91,451.63,PESOS,31
PROVINCIAL,TUCUMAN,2022/2023,VIRGINIA,False,5.0,2.0,837.0,558.0,476.58,214.07,690.65,PESOS,31
