campana;provincia;tipo_tabaco;razon_social;es_subtotal_empresa;volumen_acopio_kg;valor_acopio_pesos;precio_promedio_empresa;pagina_origen
2018/2019;TUCUMAN;BURLEY;PDM SRL;False;566513.0;31737154.77;56.02;14
2018/2019;TUCUMAN;CR. ARGENTINO;ALLIANCE ONE TUC;False;205.374;10025167.0;48814.2;14
2018/2019;TUCUMAN;CR. MISIONERO;MASSALIN JUJUY;False;57159.0;1957849.32;34.25;14
2018/2019;TUCUMAN;VIRGINIA;COOPERATIVA DE TUCUMAN;False;9704.0;641885.6;66.15;14
2019/2020;CATAMARCA;BURLEY;ALEJANDRO RODRIGUEZ;False;166.639;8383520.92;50309.48;14
2019/2020;CATAMARCA;BURLEY;ALLIANCE ONE TUC.;False;205.369;11219491.65;54630.89;14
2019/2020;CATAMARCA;BURLEY;CAPUL;False;65.278;3850719.0;58989.54;14
2019/2020;CATAMARCA;BURLEY;CICAT;False;110.646;6073248.41;54889.0;14
2019/2020;CATAMARCA;BURLEY;COOPERATIVA TUCUMAN;False;123.726;9469240.92;76533.96;14
2019/2020;CATAMARCA;BURLEY;HERNANDEZ HNOS SRL;False;5.15;360702.62;70039.34;14
2019/2020;CATAMARCA;BURLEY;MASSALIN JUJUY;False;22.043;1418543.23;64353.46;14
2019/2020;CATAMARCA;BURLEY;MASSALIN SALTA;False;57.877;3757338.84;64919.38;14
2019/2020;CATAMARCA;BURLEY;PDM SRL;False;56.167;4327463.81;77046.38;14
2019/2020;CATAMARCA;CR. ARGENTINO;ALLIANCE ONE TUC;False;95.611;6646953.21;69520.8;14
2019/2020;CHACO;CR. CHAQUEÑO;ADRIANA SEGOVIA;False;46709.0;1555415.05;33.3;14
2019/2020;CHACO;CR. CHAQUEÑO;AQUINO;False;32840.0;1102116.4;33.56;14
2019/2020;CHACO;CR. CHAQUEÑO;CANTERO;False;38256.0;1309734.65;34.24;14
2019/2020;CHACO;CR. CHAQUEÑO;COOP. DE CHACO;False;32161.0;1351148.74;42.01;14
2019/2020;CHACO;CR. CHAQUEÑO;ESPINDOLA;False;66522.0;2260305.6;33.98;14
2019/2020;CHACO;CR. CHAQUEÑO;FERMIN SEGOVIA;False;103417.0;3471857.9;33.57;14
2019/2020;CHACO;CR. CHAQUEÑO;JUAN RAMON MENDEZ;False;35999.0;1221619.32;33.93;14
2019/2020;CHACO;CR. CHAQUEÑO;MONTAÑEZ;False;46334.0;1528157.05;32.98;14
2019/2020;CHACO;VIRGINIA;CANTERO;False;461.0;21312.0;46.23;14
2019/2020;CHACO;VIRGINIA;COOPERATIVA DEL CHACO;False;291361.0;30065945.65;103.19;14
2019/2020;CORRIENTES;CR. CORRENTINO;ALLIANCE ONE  GOYA;False;933.608;42059479.92;45050.47;14
2019/2020;CORRIENTES;CR. CORRENTINO;COOPERATIVA CORRIENTES;False;1117554.0;51028534.99;45.66;14
2019/2020;JUJUY;VIRGINIA;ACOPIADORA S.A.;False;2105621.0;163650039.45;77.72;14
2019/2020;JUJUY;VIRGINIA;ALLIANCE ONE JUJUY;False;9233259.0;925041430.45;100.19;14
2019/2020;JUJUY;VIRGINIA;COOP. JUJUY;False;14936934.0;1499565679.35;100.39;14
2019/2020;JUJUY;VIRGINIA;COOP. SALTA;False;334483.0;35436030.74;105.94;14
2019/2020;JUJUY;VIRGINIA;CRECER SRL;False;1368126.0;158991869.28;116.21;14
2019/2020;JUJUY;VIRGINIA;MASSALIN JUJUY;False;4819360.0;458043026.65;95.04;14
2019/2020;JUJUY;VIRGINIA;MONTECARLO;False;14080.0;795509.43;56.5;14
2019/2020;JUJUY;VIRGINIA;TABES S.A.;False;2499495.0;209874954.14;83.97;14
2019/2020;MISIONES;BURLEY;ALLIANCE MISIONES;False;2335391.0;199554427.82;85.45;14
2019/2020;MISIONES;BURLEY;BONPLAND LEAF;False;2048553.0;180131402.12;87.93;14
2019/2020;MISIONES;BURLEY;CIMA;False;951.257;80837470.06;84979.63;14
2019/2020;MISIONES;BURLEY;COOPERATIVA MISIONES;False;11445406.0;1035490266.38;90.47;14
2019/2020;MISIONES;BURLEY;COOPERATIVA SAN VICENTE;False;1993126.0;176904982.32;88.76;14
2019/2020;MISIONES;BURLEY;MASSALIN MISIONES;False;10795963.0;959502692.98;88.88;14
2019/2020;MISIONES;CR. MISIONERO;ALLIANCE ONE MISIONES;False;251.868;10574986.28;41986.22;14
2019/2020;MISIONES;CR. MISIONERO;BONPLAND LEAF;False;307.439;12819106.91;41696.42;14
2019/2020;MISIONES;CR. MISIONERO;COTAVI;False;490.094;22064817.42;45021.6;14
2019/2020;MISIONES;VIRGINIA;COTAVI;False;10.099;1170846.06;115936.83;14
2019/2020;SALTA;VIRGINIA;ACOPIADORA;False;574.742;20202429.89;35150.43;14
2019/2020;SALTA;VIRGINIA;ALLIANCE SALTA;False;8522180.0;860476347.4;100.97;14
2019/2020;SALTA;VIRGINIA;COOPERATIVA JUJUY;False;36.318;3462565.05;95340.19;14
2019/2020;SALTA;VIRGINIA;COOPERATIVA SALTA;False;21311977.0;2238007231.14;105.01;14
2019/2020;SALTA;VIRGINIA;MASSALIN SALTA;False;3439332.0;327075756.08;95.1;14
2019/2020;SALTA;VIRGINIA;TABES;False;1070059.0;68992856.74;64.48;14
2019/2020;TUCUMAN;BURLEY;ALEJANDRO RODRIGUEZ;False;742237.0;37393618.18;50.38;14
2019/2020;TUCUMAN;BURLEY;ALLIANCE ONE TUCUMAN;False;1526836.0;83985227.74;55.01;14
2019/2020;TUCUMAN;BURLEY;CAPUL;False;243211.0;13634053.0;56.06;14
2019/2020;TUCUMAN;BURLEY;CICAT;False;409074.0;21860386.99;53.44;14
2019/2020;TUCUMAN;BURLEY;COOP. TUCUMAN;False;2545830.0;194563172.33;76.42;14
2019/2020;TUCUMAN;BURLEY;MASSALIN  JUJUY;False;774235.0;49965043.15;64.53;14
2019/2020;TUCUMAN;BURLEY;MASSALIN  SALTA;False;1148480.0;73980052.74;64.42;14
2019/2020;TUCUMAN;BURLEY;PDM SRL;False;598060.0;46473616.87;77.71;14
2019/2020;TUCUMAN;CR. ARGENTINO;ALLIANCE ONE TUC;False;248.623;17381470.97;69910.95;14
2019/2020;TUCUMAN;VIRGINIA;COOPERATIVA DE TUCUMAN;False;71166.0;7078019.04;99.46;14
2020/2021;CATAMARCA;BURLEY;ALLIANCE ONE TUC.;False;160.246;12609049.83;78685.58;14
2020/2021;CATAMARCA;BURLEY;COOPERATIVA TUCUMAN;False;21.513;2322526.91;107959.23;14
2020/2021;CATAMARCA;BURLEY;EMANUEL GOMEZ;False;54.69;4573027.61;83617.25;14
2020/2021;CATAMARCA;BURLEY;HERNANDEZ HNOS SRL;False;8.388;735002.87;87625.52;14
2020/2021;CATAMARCA;CR. ARGENTINO;ALLIANCE ONE TUC;False;51.298;5381848.14;104913.41;14
2020/2021;CHACO;CR. CHAQUEÑO;ADRIANA SEGOVIA;False;10.823;440650.56;40714.27;14
2020/2021;CHACO;CR. CHAQUEÑO;AQUINO;False;47.201;1899287.46;40238.29;14
2020/2021;CHACO;CR. CHAQUEÑO;CANTERO;False;4.0;171581.08;42895.27;14
2020/2021;CHACO;CR. CHAQUEÑO;COOP. DE CHACO;False;14.438;861946.14;59699.83;14
2020/2021;CHACO;CR. CHAQUEÑO;ESPINDOLA;False;53.761;2338695.0;43501.7;14
2020/2021;CHACO;CR. CHAQUEÑO;FERMIN SEGOVIA;False;63.452;2587551.12;40779.66;14
2020/2021;CHACO;CR. CHAQUEÑO;JUAN RAMON MENDEZ;False;43.297;1901949.12;43927.97;14
2020/2021;CHACO;CR. CHAQUEÑO;MONTAÑEZ DAIANA;False;42.102;1708351.2;40576.49;14
2020/2021;CHACO;VIRGINIA;CANTERO;False;3.667;178140.0;48579.22;14
2020/2021;CHACO;VIRGINIA;COOPERATIVA DEL CHACO;False;124.601;18891179.58;151613.39;14
2020/2021;CORRIENTES;CR. CORRENTINO;ALLIANCE ONE  GOYA;False;707.025;44973574.16;63609.6;14
2020/2021;CORRIENTES;CR. CORRENTINO;COOPERATIVA CORRIENTES;False;935.315;61345162.15;65587.7;14
2020/2021;JUJUY;VIRGINIA;ACOPIADORA S.A.;False;2571393.0;246665070.4;95.93;14
2020/2021;JUJUY;VIRGINIA;ALLIANCE ONE JUJUY;False;7431959.0;1083241883.97;145.75;14
2020/2021;JUJUY;VIRGINIA;COOP. JUJUY;False;12082307.0;1752485714.21;145.05;14
2020/2021;JUJUY;VIRGINIA;COOP. SALTA;False;307.225;49582421.91;161387.98;14
2020/2021;JUJUY;VIRGINIA;CRECER SRL;False;699.398;121406516.86;173587.17;14
2020/2021;JUJUY;VIRGINIA;MASSALIN JUJUY;False;4162539.0;594166004.91;142.74;14
2020/2021;JUJUY;VIRGINIA;TABES S.A.;False;1474257.0;189200963.66;128.34;14
2020/2021;MISIONES;BURLEY;68.438;False;23895127.0;;;14
2020/2021;MISIONES;BURLEY;ALLIANCE MISIONES;False;2531892.0;325777381.38;128.67;14
2020/2021;MISIONES;BURLEY;BONPLAND LEAF;False;1793372.0;232724451.78;129.77;14
2020/2021;MISIONES;BURLEY;CIMA;False;1009794.0;129838687.56;128.58;14
2020/2021;MISIONES;BURLEY;COOPERATIVA MISIONES;False;8578893.0;1117057479.48;130.21;14
2020/2021;MISIONES;BURLEY;COOPERATIVA SAN VICENTE;False;1577379.0;204538144.68;129.67;14
2020/2021;MISIONES;BURLEY;MASSALIN MISIONES;False;7994374.0;1033707747.24;129.3;14
2020/2021;MISIONES;BURLEY;PANAMBI;False;409.423;53320976.46;130234.44;14
2020/2021;MISIONES;CR. MISIONERO;ALLIANCE ONE MISIONES;False;78.409;4822524.9;61504.74;14
2020/2021;MISIONES;CR. MISIONERO;BONPLAND LEAF;False;159.104;10101382.28;63489.18;14
2020/2021;MISIONES;CR. MISIONERO;COTAVI;False;137.644;8360716.16;60741.6;14
2020/2021;MISIONES;VIRGINIA;COTAVI;False;13.405;2363257.89;176296.75;14
2020/2021;SALTA;VIRGINIA;ACOPIADORA;False;538.924;29684521.46;55081.09;14
2020/2021;SALTA;VIRGINIA;ALLIANCE SALTA;False;9763237.0;1519515896.19;155.64;14
2020/2021;SALTA;VIRGINIA;COOPERATIVA JUJUY;False;6.996;816843.94;116758.71;14
2020/2021;SALTA;VIRGINIA;COOPERATIVA SALTA;False;21776971.0;3469268319.4;159.31;14
2020/2021;SALTA;VIRGINIA;MASSALIN SALTA;False;4669389.0;692062695.21;148.21;14
2020/2021;SALTA;VIRGINIA;TABES;False;725.452;103304331.82;142399.95;14
2020/2021;TUCUMAN;BURLEY;ALLIANCE ONE TUCUMAN;False;1987462.0;157105254.09;79.05;14
2020/2021;TUCUMAN;BURLEY;COOP. TUCUMAN;False;1885401.0;194934454.95;103.39;14
2020/2021;TUCUMAN;BURLEY;EMANUEL GOMEZ;False;574.882;48620178.13;84574.19;14
2020/2021;TUCUMAN;BURLEY;PDM SRL;False;380.188;43210968.89;113656.85;14
2020/2021;TUCUMAN;CR. ARGENTINO;ALLIANCE ONE TUC;False;201.544;21536464.6;106857.38;14
2020/2021;TUCUMAN;VIRGINIA;COOPERATIVA DE TUCUMAN;False;17.382;2574406.7;148107.62;14
2021/2022;CATAMARCA;TOTAL_PROVINCIA;SUBTOTAL_PROVINCIAL;True;533696.0;70255569.68;131.64;6
2021/2022;CATAMARCA;BURLEY;TOTAL_TIPO;True;497144.0;64728115.63;130.2;6
2021/2022;CATAMARCA;BURLEY;Alliance One Tobacco Argentina Sociedad;False;69520.0;9279998.02;133.49;6
2021/2022;CATAMARCA;BURLEY;Bitancourt Leonardo Agus tín;False;289870.0;37158908.15;128.19;6
2021/2022;CATAMARCA;BURLEY;Cooperativa de Productores  Tabacaleros;False;308.0;47101.6;152.93;6
2021/2022;CATAMARCA;BURLEY;Hernandez Hermanos   S.R.L.;False;63785.0;7961093.04;124.81;6
2021/2022;CATAMARCA;BURLEY;PDM S.R.L.;False;17518.0;3001964.4;171.36;6
2021/2022;CATAMARCA;BURLEY;Reinos o Jonathan David;False;52152.0;6800428.67;130.4;6
2021/2022;CATAMARCA;BURLEY;Tabaco de Catamarca S.A.S.;False;3991.0;478621.75;119.93;6
2021/2022;CATAMARCA;CR. ARGENTINO;TOTAL_TIPO;True;36552.0;5527454.05;151.22;6
2021/2022;CATAMARCA;CR. ARGENTINO;Alliance One Tobacco Argentina Sociedad;False;36552.0;5527454.05;151.22;6
2021/2022;CHACO;TOTAL_PROVINCIA;SUBTOTAL_PROVINCIAL;True;464761.0;57136911.0;122.94;6
2021/2022;CHACO;CR. CHAQUEÑO;TOTAL_TIPO;True;268416.0;13712335.63;51.09;6
