campana;provincia;tipo_tabaco;clase_comercial;es_total_clase;volumen_kg;pagina_origen
2024/2025;JUJUY;VIRGINIA;C2F;False;1274919.0;5
2024/2025;SALTA;VIRGINIA;C2F;False;790333.0;5
2024/2025;TUCUMAN;VIRGINIA;C2F;False;416.0;5
2024/2025;CHACO;VIRGINIA;C2F;False;14177.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C2F;False;2079845.0;6
2024/2025;JUJUY;VIRGINIA;C2L;False;9776.0;5
2024/2025;SALTA;VIRGINIA;C2L;False;9018.0;5
2024/2025;TUCUMAN;VIRGINIA;C2L;False;846.0;5
2024/2025;CHACO;VIRGINIA;C2L;False;301.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C2L;False;19941.0;6
2024/2025;JUJUY;VIRGINIA;C2K;False;62227.0;5
2024/2025;SALTA;VIRGINIA;C2K;False;194885.0;5
2024/2025;CHACO;VIRGINIA;C2K;False;207.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C2K;False;257319.0;6
2024/2025;JUJUY;VIRGINIA;X2F;False;627281.0;5
2024/2025;SALTA;VIRGINIA;X2F;False;474176.0;5
2024/2025;TUCUMAN;VIRGINIA;X2F;False;17.0;5
2024/2025;CHACO;VIRGINIA;X2F;False;3355.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X2F;False;1104829.0;6
2024/2025;JUJUY;VIRGINIA;X2L;False;8855.0;5
2024/2025;SALTA;VIRGINIA;X2L;False;3445.0;5
2024/2025;TUCUMAN;VIRGINIA;X2L;False;19.0;5
2024/2025;CHACO;VIRGINIA;X2L;False;154.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X2L;False;12473.0;6
2024/2025;JUJUY;VIRGINIA;X2K;False;765.0;5
2024/2025;SALTA;VIRGINIA;X2K;False;9548.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;X2K;False;10313.0;6
2024/2025;JUJUY;VIRGINIA;B3F;False;2985782.0;5
2024/2025;SALTA;VIRGINIA;B3F;False;2590097.0;5
2024/2025;TUCUMAN;VIRGINIA;B3F;False;2500.0;5
2024/2025;CHACO;VIRGINIA;B3F;False;5574.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;B3F;False;5583953.0;6
2024/2025;JUJUY;VIRGINIA;B3L;False;15255.0;5
2024/2025;SALTA;VIRGINIA;B3L;False;13429.0;5
2024/2025;MISIONES;VIRGINIA;B3L;False;49.0;5
2024/2025;CHACO;VIRGINIA;B3L;False;474.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;B3L;False;29207.0;6
2024/2025;JUJUY;VIRGINIA;B3KL;False;32353.0;5
2024/2025;SALTA;VIRGINIA;B3KL;False;12163.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;B3KL;False;44516.0;6
2024/2025;JUJUY;VIRGINIA;B3KF;False;21442.0;5
2024/2025;SALTA;VIRGINIA;B3KF;False;14883.0;5
2024/2025;CHACO;VIRGINIA;B3KF;False;1142.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;B3KF;False;37467.0;6
2024/2025;JUJUY;VIRGINIA;C3F;False;1687121.0;5
2024/2025;SALTA;VIRGINIA;C3F;False;790805.0;5
2024/2025;TUCUMAN;VIRGINIA;C3F;False;139.0;5
2024/2025;CHACO;VIRGINIA;C3F;False;13976.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C3F;False;2492041.0;6
2024/2025;JUJUY;VIRGINIA;C3L;False;462042.0;5
2024/2025;SALTA;VIRGINIA;C3L;False;36706.0;5
2024/2025;TUCUMAN;VIRGINIA;C3L;False;492.0;5
2024/2025;CHACO;VIRGINIA;C3L;False;3150.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C3L;False;502390.0;6
2024/2025;JUJUY;VIRGINIA;C3K;False;188888.0;5
2024/2025;SALTA;VIRGINIA;C3K;False;163902.0;5
2024/2025;CHACO;VIRGINIA;C3K;False;263.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C3K;False;353053.0;6
2024/2025;JUJUY;VIRGINIA;X3F;False;866454.0;5
2024/2025;SALTA;VIRGINIA;X3F;False;632751.0;5
2024/2025;CHACO;VIRGINIA;X3F;False;3110.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X3F;False;1502315.0;6
2024/2025;JUJUY;VIRGINIA;X3L;False;1896.0;5
2024/2025;SALTA;VIRGINIA;X3L;False;5418.0;5
2024/2025;CHACO;VIRGINIA;X3L;False;255.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X3L;False;7569.0;6
2024/2025;JUJUY;VIRGINIA;X3K;False;5500.0;5
2024/2025;SALTA;VIRGINIA;X3K;False;144199.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;X3K;False;149699.0;6
2024/2025;JUJUY;VIRGINIA;B4F;False;1412508.0;5
2024/2025;SALTA;VIRGINIA;B4F;False;1803630.0;5
2024/2025;TUCUMAN;VIRGINIA;B4F;False;580.0;5
2024/2025;CHACO;VIRGINIA;B4F;False;4122.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;B4F;False;3220840.0;6
2024/2025;JUJUY;VIRGINIA;B4L;False;5389.0;5
2024/2025;SALTA;VIRGINIA;B4L;False;83103.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;B4L;False;88492.0;6
2024/2025;JUJUY;VIRGINIA;C4F;False;1516024.0;5
2024/2025;SALTA;VIRGINIA;C4F;False;369624.0;5
2024/2025;CHACO;VIRGINIA;C4F;False;10848.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C4F;False;1896496.0;6
2024/2025;JUJUY;VIRGINIA;C4L;False;369229.0;5
2024/2025;SALTA;VIRGINIA;C4L;False;548248.0;5
2024/2025;TUCUMAN;VIRGINIA;C4L;False;410.0;5
2024/2025;CHACO;VIRGINIA;C4L;False;268.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;C4L;False;918155.0;6
2024/2025;JUJUY;VIRGINIA;X4F;False;694721.0;5
2024/2025;SALTA;VIRGINIA;X4F;False;481278.0;5
2024/2025;CHACO;VIRGINIA;X4F;False;3909.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X4F;False;1179908.0;6
2024/2025;JUJUY;VIRGINIA;X4L;False;414150.0;5
2024/2025;SALTA;VIRGINIA;X4L;False;468696.0;5
2024/2025;TUCUMAN;VIRGINIA;X4L;False;53.0;5
2024/2025;CHACO;VIRGINIA;X4L;False;586.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;X4L;False;883485.0;6
2024/2025;JUJUY;VIRGINIA;NVX;False;4124.0;5
2024/2025;SALTA;VIRGINIA;NVX;False;38103.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;NVX;False;42227.0;6
2024/2025;JUJUY;VIRGINIA;NVC;False;15299.0;5
2024/2025;SALTA;VIRGINIA;NVC;False;37173.0;5
2024/2025;CHACO;VIRGINIA;NVC;False;626.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;NVC;False;53098.0;6
2024/2025;JUJUY;VIRGINIA;NVB;False;5586.0;5
2024/2025;SALTA;VIRGINIA;NVB;False;114113.0;5
2024/2025;CHACO;VIRGINIA;NVB;False;91.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;NVB;False;119790.0;6
2024/2025;JUJUY;VIRGINIA;N5K;False;5466.0;5
2024/2025;SALTA;VIRGINIA;N5K;False;69.0;5
2024/2025;TOTAL_NACIONAL;VIRGINIA;N5K;False;5535.0;6
2024/2025;JUJUY;VIRGINIA;N5X;False;196143.0;5
2024/2025;SALTA;VIRGINIA;N5X;False;355406.0;5
2024/2025;CHACO;VIRGINIA;N5X;False;1716.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;N5X;False;553265.0;6
2024/2025;JUJUY;VIRGINIA;N5C;False;266637.0;5
2024/2025;SALTA;VIRGINIA;N5C;False;257475.0;5
2024/2025;CHACO;VIRGINIA;N5C;False;3491.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;N5C;False;527603.0;6
2024/2025;JUJUY;VIRGINIA;N5B;False;251356.0;5
2024/2025;SALTA;VIRGINIA;N5B;False;432243.0;5
2024/2025;CHACO;VIRGINIA;N5B;False;193.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;N5B;False;683792.0;6
2024/2025;JUJUY;VIRGINIA;TOTAL_CLASES;True;34255518.0;5
2024/2025;SALTA;VIRGINIA;TOTAL_CLASES;True;36041686.0;5
2024/2025;TUCUMAN;VIRGINIA;TOTAL_CLASES;True;15799.0;5
2024/2025;MISIONES;VIRGINIA;TOTAL_CLASES;True;10013.0;5
2024/2025;CORRIENTES;VIRGINIA;TOTAL_CLASES;True;890.0;6
2024/2025;CHACO;VIRGINIA;TOTAL_CLASES;True;158842.0;6
2024/2025;TOTAL_NACIONAL;VIRGINIA;TOTAL_CLASES;True;70482748.0;6
2024/2025;MISIONES;BURLEY;T1F;False;1033160.0;7
2024/2025;TUCUMAN;BURLEY;T1F;False;106815.0;7
2024/2025;CATAMARCA;BURLEY;T1F;False;16686.0;7
2024/2025;CORRIENTES;BURLEY;T1F;False;13379.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;T1F;False;1170040.0;7
2024/2025;MISIONES;BURLEY;T1FR;False;717096.0;7
2024/2025;TUCUMAN;BURLEY;T1FR;False;15892.0;7
2024/2025;CATAMARCA;BURLEY;T1FR;False;19370.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;T1FR;False;752358.0;7
2024/2025;MISIONES;BURLEY;B1F;False;8237546.0;7
2024/2025;TUCUMAN;BURLEY;B1F;False;810397.0;7
2024/2025;CATAMARCA;BURLEY;B1F;False;51325.0;7
2024/2025;CORRIENTES;BURLEY;B1F;False;10225.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B1F;False;9109493.0;7
2024/2025;MISIONES;BURLEY;B1FR;False;7642149.0;7
2024/2025;TUCUMAN;BURLEY;B1FR;False;382837.0;7
2024/2025;CATAMARCA;BURLEY;B1FR;False;50114.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B1FR;False;8075100.0;7
2024/2025;MISIONES;BURLEY;C1L;False;2578096.0;7
2024/2025;TUCUMAN;BURLEY;C1L;False;851125.0;7
2024/2025;CATAMARCA;BURLEY;C1L;False;53952.0;7
2024/2025;CORRIENTES;BURLEY;C1L;False;1583.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C1L;False;3484756.0;7
2024/2025;MISIONES;BURLEY;C1F;False;6743423.0;7
2024/2025;TUCUMAN;BURLEY;C1F;False;1011356.0;7
2024/2025;CATAMARCA;BURLEY;C1F;False;69028.0;7
2024/2025;CORRIENTES;BURLEY;C1F;False;4013.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C1F;False;7827820.0;7
2024/2025;MISIONES;BURLEY;X1L;False;894543.0;7
2024/2025;TUCUMAN;BURLEY;X1L;False;533569.0;7
2024/2025;CATAMARCA;BURLEY;X1L;False;57731.0;7
2024/2025;CORRIENTES;BURLEY;X1L;False;1582.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;X1L;False;1487425.0;7
2024/2025;MISIONES;BURLEY;X1F;False;1387825.0;7
2024/2025;TUCUMAN;BURLEY;X1F;False;280734.0;7
2024/2025;CATAMARCA;BURLEY;X1F;False;34515.0;7
2024/2025;CORRIENTES;BURLEY;X1F;False;302.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;X1F;False;1703376.0;7
2024/2025;MISIONES;BURLEY;T2F;False;192502.0;7
2024/2025;TUCUMAN;BURLEY;T2F;False;19272.0;7
2024/2025;CATAMARCA;BURLEY;T2F;False;11797.0;7
2024/2025;CORRIENTES;BURLEY;T2F;False;912.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;T2F;False;224483.0;7
2024/2025;MISIONES;BURLEY;T2FR;False;131677.0;7
2024/2025;TUCUMAN;BURLEY;T2FR;False;130820.0;7
2024/2025;CATAMARCA;BURLEY;T2FR;False;26729.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;T2FR;False;289226.0;7
2024/2025;MISIONES;BURLEY;B2F;False;2346451.0;7
2024/2025;TUCUMAN;BURLEY;B2F;False;561567.0;7
2024/2025;CATAMARCA;BURLEY;B2F;False;38111.0;7
2024/2025;CORRIENTES;BURLEY;B2F;False;79.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B2F;False;2946208.0;7
2024/2025;MISIONES;BURLEY;B2FR;False;882349.0;7
2024/2025;TUCUMAN;BURLEY;B2FR;False;206776.0;7
2024/2025;CATAMARCA;BURLEY;B2FR;False;30634.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B2FR;False;1119759.0;7
2024/2025;MISIONES;BURLEY;C2L;False;437358.0;7
2024/2025;TUCUMAN;BURLEY;C2L;False;311660.0;7
2024/2025;CATAMARCA;BURLEY;C2L;False;43684.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C2L;False;792702.0;7
2024/2025;MISIONES;BURLEY;C2F;False;4196441.0;7
2024/2025;TUCUMAN;BURLEY;C2F;False;501100.0;7
2024/2025;CATAMARCA;BURLEY;C2F;False;53021.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C2F;False;4750562.0;7
2024/2025;MISIONES;BURLEY;X2L;False;296615.0;7
2024/2025;TUCUMAN;BURLEY;X2L;False;322259.0;7
2024/2025;CATAMARCA;BURLEY;X2L;False;43042.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;X2L;False;661916.0;7
2024/2025;MISIONES;BURLEY;X2F;False;505487.0;7
2024/2025;TUCUMAN;BURLEY;X2F;False;90366.0;7
2024/2025;CATAMARCA;BURLEY;X2F;False;42720.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;X2F;False;638573.0;7
2024/2025;MISIONES;BURLEY;T3K;False;5600.0;7
2024/2025;TUCUMAN;BURLEY;T3K;False;1577.0;7
2024/2025;CATAMARCA;BURLEY;T3K;False;599.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;T3K;False;7776.0;7
2024/2025;MISIONES;BURLEY;C3L;False;173681.0;7
2024/2025;TUCUMAN;BURLEY;C3L;False;112201.0;7
2024/2025;CATAMARCA;BURLEY;C3L;False;18889.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C3L;False;304771.0;7
2024/2025;MISIONES;BURLEY;C3F;False;401866.0;7
2024/2025;TUCUMAN;BURLEY;C3F;False;337025.0;7
2024/2025;CATAMARCA;BURLEY;C3F;False;55634.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C3F;False;794525.0;7
2024/2025;MISIONES;BURLEY;C3K;False;6136.0;7
2024/2025;TUCUMAN;BURLEY;C3K;False;106324.0;7
2024/2025;CATAMARCA;BURLEY;C3K;False;37510.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;C3K;False;149970.0;7
2024/2025;MISIONES;BURLEY;X3K;False;7608.0;7
2024/2025;TUCUMAN;BURLEY;X3K;False;11241.0;7
2024/2025;CATAMARCA;BURLEY;X3K;False;1735.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;X3K;False;20584.0;7
2024/2025;MISIONES;BURLEY;B3F;False;273967.0;7
2024/2025;TUCUMAN;BURLEY;B3F;False;152344.0;7
2024/2025;CATAMARCA;BURLEY;B3F;False;18339.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B3F;False;444650.0;7
2024/2025;MISIONES;BURLEY;B3FR;False;201641.0;7
2024/2025;TUCUMAN;BURLEY;B3FR;False;59314.0;7
2024/2025;CATAMARCA;BURLEY;B3FR;False;4347.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B3FR;False;265302.0;7
2024/2025;MISIONES;BURLEY;B3K;False;8441.0;7
2024/2025;TUCUMAN;BURLEY;B3K;False;26002.0;7
2024/2025;CATAMARCA;BURLEY;B3K;False;10953.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;B3K;False;45396.0;7
2024/2025;MISIONES;BURLEY;NG;False;8085.0;7
2024/2025;TUCUMAN;BURLEY;NG;False;3970.0;7
2024/2025;CATAMARCA;BURLEY;NG;False;506.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;NG;False;12561.0;7
2024/2025;MISIONES;BURLEY;NX;False;59312.0;7
2024/2025;TUCUMAN;BURLEY;NX;False;39279.0;7
2024/2025;CATAMARCA;BURLEY;NX;False;5075.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;NX;False;103666.0;7
2024/2025;MISIONES;BURLEY;NB;False;5984.0;7
2024/2025;TUCUMAN;BURLEY;NB;False;5630.0;7
2024/2025;CATAMARCA;BURLEY;NB;False;660.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;NB;False;12274.0;7
2024/2025;MISIONES;BURLEY;TOTAL_CLASES;True;39375039.0;7
2024/2025;TUCUMAN;BURLEY;TOTAL_CLASES;True;6991452.0;7
2024/2025;CATAMARCA;BURLEY;TOTAL_CLASES;True;796706.0;7
2024/2025;CORRIENTES;BURLEY;TOTAL_CLASES;True;32075.0;7
2024/2025;TOTAL_NACIONAL;BURLEY;TOTAL_CLASES;True;47195272.0;7
2024/2025;MISIONES;CR. MISIONERO;C1;False;117852.0;8
2024/2025;MISIONES;CR. MISIONERO;C2;False;7030.0;8
2024/2025;MISIONES;CR. MISIONERO;B1;False;43160.0;8
2024/2025;MISIONES;CR. MISIONERO;B2;False;2897.0;8
2024/2025;MISIONES;CR. MISIONERO;T1;False;1849.0;8
2024/2025;MISIONES;CR. MISIONERO;X1;False;1395.0;8
2024/2025;MISIONES;CR. MISIONERO;N4;False;56.0;8
2024/2025;MISIONES;CR. MISIONERO;N5;False;44.0;8
2024/2025;MISIONES;CR. MISIONERO;TOTAL_CLASES;True;174283.0;8
2024/2025;CHACO;CR. CHAQUEÑO;CH1;False;137809.0;8
2024/2025;CHACO;CR. CHAQUEÑO;CH2;False;82198.0;8
2024/2025;CHACO;CR. CHAQUEÑO;CH3;False;61490.0;8
2024/2025;CHACO;CR. CHAQUEÑO;TOTAL_CLASES;True;281497.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;C1;False;1082756.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;C2;False;164028.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;C3;False;44442.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;X1;False;115186.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;X2;False;14314.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;T;False;24666.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;N;False;396.0;8
2024/2025;CORRIENTES;CR. CORRENTINO;TOTAL_CLASES;True;1445788.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;B1;False;18859.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;B1;False;646.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;B1;False;19505.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;B2;False;12969.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;B2;False;364.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;B2;False;13333.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;B3;False;858.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;B3;False;44.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;B3;False;902.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;C1;False;11786.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;C1;False;33.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;C1;False;11819.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;C2;False;15729.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;C2;False;158.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;C2;False;15887.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;T2;False;1332.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;T2;False;261.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;T2;False;1593.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;T4;False;70.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;T4;False;70.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;X2;False;1171.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;X2;False;1171.0;8
2024/2025;TUCUMAN;CR. ARGENTINO;TOTAL_CLASES;True;62774.0;8
2024/2025;CATAMARCA;CR. ARGENTINO;TOTAL_CLASES;True;1506.0;8
2024/2025;TOTAL_NACIONAL;CR. ARGENTINO;TOTAL_CLASES;True;64280.0;8
