mes,precio_inferior,precio_promedio_ponderado,precio_superior,primer_quartil,segundo_quartil,tercer_quartil,cuarto_quartil,total_paquetes
may-13,0.95,4.1,48.82,46.14,100.0,,,
jun-13,0.86,4.37,47.93,46.84,100.0,,,
jul-13,0.82,3.63,49.54,46.01,100.0,,,
ago-13,0.62,3.78,48.98,46.62,100.0,,,
sep-13,1.01,5.15,54.71,39.14,100.0,,,
oct-13,0.91,0.71,37.65,60.73,100.0,,,
nov-13,0.77,0.75,36.14,62.34,100.0,,,
dic-13,0.82,7.76,91.33,0.09,100.0,,,
ene-14,0.69,0.62,35.08,63.61,100.0,,,
feb-14,1.13,0.76,38.24,59.87,100.0,,,
mar-14,0.83,0.28,35.78,63.11,100.0,,,
abr-14,0.74,6.38,83.88,9.0,100.0,,,
may-14,1.3,0.39,7.85,90.45,100.0,,,
jun-14,2.09,0.26,7.24,90.41,100.0,,,
jul-14,2.06,0.3,6.94,90.7,100.0,,,
ago-14,1.98,0.34,37.18,60.5,100.0,,,
sep-14,2.99,0.09,6.95,89.97,100.0,,,
oct-14,2.63,0.24,6.73,90.39,100.0,,,
nov-14,1.98,0.24,6.54,91.25,100.0,,,
dic-14,1.85,0.31,40.7,57.14,100.0,,,
ene-15,1.43,0.4,5.95,92.22,100.0,,,
feb-15,2.51,0.15,6.14,91.2,100.0,,,
mar-15,1.16,0.28,26.2,72.36,100.0,,,
abr-15,2.62,0.31,5.93,91.14,100.0,,,
may-15,3.36,0.31,5.73,90.61,100.0,,,
jun-15,4.82,4.21,21.54,69.43,100.0,,,
jul-15,2.73,2.16,30.75,64.36,100.0,,,
ago-15,2.45,2.16,30.86,64.53,100.0,,,
sep-15,5.13,0.34,36.92,57.61,100.0,,,
oct-15,1.18,1.99,5.65,91.18,100.0,,,
nov-15,2.57,2.11,5.17,90.15,100.0,,,
dic-15,1.72,1.91,5.4,90.96,100.0,,,
ene-16,4.26,0.03,29.57,66.15,100.0,,,
feb-16,4.98,0.01,30.34,64.66,100.0,,,
mar-16,2.0,2.91,5.58,89.52,100.0,,,
abr-16,4.23,0.06,29.49,66.22,100.0,,,
may-16,5.82,7.55,44.99,41.64,100.0,,,
jun-16,5.33,8.54,1.68,84.45,100.0,,,
jul-16,6.16,9.46,2.93,81.46,100.0,,,
ago-16,5.49,11.67,46.95,35.89,100.0,,,
sep-16,7.25,12.92,2.68,77.14,100.0,,,
oct-16,6.35,13.18,3.4,77.07,100.0,,,
nov-16,7.3,13.26,7.61,71.84,100.0,,,
dic-16,6.47,12.91,7.6,73.02,100.0,,,
ene-17,7.66,12.98,8.23,71.13,100.0,,,
feb-17,9.55,6.21,27.92,56.32,100.0,,,
mar-17,8.97,3.13,20.08,67.82,100.0,,,
abr-17,9.85,7.01,23.1,60.04,100.0,,,
may-17,9.37,4.07,19.52,67.05,100.0,,,
jun-17,8.79,3.99,19.82,67.4,100.0,,,
jul-17,9.71,1.34,25.74,63.2,100.0,,,
ago-17,8.31,0.49,24.02,67.18,100.0,,,
sep-17,7.68,0.5,22.81,69.01,100.0,,,
oct-17,10.1,1.06,22.0,66.84,100.0,,,
nov-17,9.14,0.54,21.44,68.88,100.0,,,
dic-17,8.52,0.44,21.76,69.28,100.0,,,
ene-18,8.67,0.0,24.22,67.11,100.0,,,
feb-18,11.7,0.0,23.01,65.29,100.0,,,
mar-18,7.48,0.0,23.91,68.6,100.0,,,
abr-18,0.98,8.86,25.74,64.42,100.0,,,
may-18,10.87,0.03,23.73,65.38,100.0,,,
jun-18,1.55,10.48,21.07,66.9,100.0,,,
jul-18,13.02,0.01,30.23,56.75,100.0,,,
ago-18,10.82,0.0,23.49,65.69,100.0,,,
sep-18,1.81,6.86,26.02,65.3,100.0,,,
oct-18,2.27,7.49,24.08,66.17,100.0,,,
nov-18,6.63,4.8,27.4,61.18,100.0,,,
dic-18,1.95,9.28,17.84,70.93,100.0,,,
ene-19,10.1,1.1,37.16,51.63,100.0,,,
feb-19,11.3,0.0,38.63,50.07,100.0,,,
mar-19,16.16,0.0,15.18,68.66,100.0,,,
abr-19,10.45,0.0,34.94,54.62,100.0,,,
may-19,12.87,2.21,50.45,34.47,100.0,,,
jun-19,15.14,0.0,36.34,48.53,100.0,,,
jul-19,15.48,0.04,36.01,48.47,100.0,,,
ago-19,15.97,1.03,40.03,42.97,100.0,,,
sep-19,18.41,0.85,36.67,44.07,100.0,,,
oct-19,20.74,3.0,57.98,18.28,100.0,,,
nov-19,18.26,8.3,55.9,17.54,100.0,,,
dic-19,13.22,3.05,56.71,27.02,100.0,,,
ene-20,20.25,3.16,41.57,35.02,100.0,,,
feb-20,18.9,1.15,40.19,39.76,100.0,,,
mar-20,17.45,2.15,48.39,32.01,100.0,,,
abr-20,5.28,2.88,46.33,45.52,100.0,,,
may-20,14.28,1.22,49.26,35.24,100.0,,,
jun-20,16.35,8.4,38.72,36.53,100.0,,,
jul-20,30.1,1.49,37.69,30.72,100.0,,,
ago-20,25.95,1.43,39.5,33.12,100.0,,,
sep-20,36.23,0.57,36.96,26.24,100.0,,,
oct-20,27.68,0.29,42.4,29.63,100.0,,,
nov-20,26.47,3.14,51.93,18.46,100.0,,,
dic-20,26.35,0.1,41.7,31.84,100.0,,,
ene-21,28.7,2.16,47.82,21.32,100.0,,,
feb-21,26.8,4.88,55.82,12.5,100.0,,,
mar-21,32.41,1.18,37.49,28.92,100.0,,,
abr-21,28.33,0.2,36.4,35.07,100.0,,,
may-21,29.03,0.13,37.82,33.02,100.0,,,
jun-21,38.7,0.37,34.32,26.61,100.0,,,
jul-21,32.19,0.02,34.58,33.21,100.0,,,
ago-21,29.54,0.01,36.55,33.89,100.0,,,
sep-21,39.88,0.48,32.73,26.92,100.0,,,
oct-21,29.13,0.0,36.2,34.67,100.0,,,
nov-21,30.64,0.02,35.69,33.65,100.0,,,
dic-21,33.77,0.01,34.13,32.09,100.0,,,
ene-22,35.42,0.02,32.89,31.66,100.0,,,
feb-22,29.0,0.01,56.72,14.27,100.0,,,
mar-22,35.55,0.01,33.12,31.32,100.0,,,
abr-22,34.59,0.02,26.95,38.44,100.0,,,
may-22,34.69,0.0,48.07,17.24,100.0,,,
jun-22,37.67,0.0,21.8,40.52,100.0,,,
jul-22,39.56,0.0,46.52,13.92,100.0,,,
ago-22,36.86,0.0,34.67,28.46,100.0,,,
sep-22,41.84,0.0,36.18,21.98,100.0,,,
oct-22,42.62,0.0,31.02,26.36,100.0,,,
nov-22,40.53,5.16,38.12,16.19,100.0,,,
dic-22,36.74,0.0,49.05,14.21,100.0,,,
ene-23,33.65,4.74,53.03,8.58,100.0,,,
feb-23,34.19,7.76,48.81,9.24,100.0,,,
mar-23,43.08,0.48,32.1,24.34,100.0,,,
abr-23,42.63,0.0,32.55,24.82,100.0,,,
may-23,47.24,0.47,33.54,18.75,100.0,,,
jun-23,41.72,0.0,32.26,26.02,100.0,,,
jul-23,49.54,0.55,40.48,9.44,100.0,,,
ago-23,42.37,5.92,40.28,11.43,100.0,,,
sep-23,38.95,0.0,26.54,34.51,100.0,,,
oct-23,38.63,4.44,37.19,19.74,100.0,,,
nov-23,33.79,6.79,41.93,17.49,100.0,,,
dic-23,40.66,4.09,43.09,12.15,100.0,,,
ene-24,36.72,15.45,43.19,4.64,100.0,,,
feb-24,40.41,15.31,41.18,3.1,100.0,,,
mar-24,39.7,0.92,35.42,23.96,100.0,,,
abr-24,44.74,15.47,37.07,2.72,100.0,,,
may-24,40.94,-0.01,37.23,21.85,100.0,,,
jun-24,38.95,0.0,29.29,31.76,100.0,,,
jul-24,52.11,20.02,22.0,5.86,100.0,,,
ago-24,48.52,30.76,19.52,1.2,100.0,,,
sep-24,51.87,27.49,19.4,1.25,100.0,,,
oct-24,38.3,30.15,21.1,10.45,100.0,,,
nov-24,41.7,29.11,21.08,8.11,100.0,,,
dic-24,29.45,34.98,24.22,11.35,100.0,,,
ene-25,37.74,26.82,23.6,11.84,100.0,,,
feb-25,34.82,25.84,23.26,16.08,100.0,,,
mar-25,35.5,34.91,19.73,9.86,100.0,,,
abr-25,34.54,28.23,19.78,17.45,100.0,,,
may-25,38.38,27.24,18.04,16.34,100.0,,,
jun-25,41.11,28.4,15.87,14.63,100.0,,,
jul-25,34.87,29.19,16.79,19.15,100.0,,,
ago-25,39.86,27.3,16.46,16.37,100.0,,,
sep-25,33.47,30.66,24.29,11.58,100.0,,,
oct-25,33.6,31.04,19.23,16.13,100.0,,,
nov-25,37.15,29.72,15.42,17.71,100.0,,,
dic-25,35.41,30.32,20.41,13.86,100.0,,,
ene-26,38.65,30.24,14.28,16.82,100.0,,,
feb-26,38.17,30.8,13.9,17.13,100.0,,,
mar-26,42.71,24.53,16.87,15.89,100.0,,,
abr-26,40.9,23.8,19.42,15.89,100.0,,,
may-26,41.21,24.36,18.5,15.94,100.0,,,
jun-26,45.92,24.49,12.07,17.52,100.0,,,
jul-26,35.28,26.93,20.51,17.29,100.0,,,
ene.-08,0.0,0.0,0.0,0.0,,,,
feb.-08,0.0,0.0,0.0,0.0,,,,
mar.-08,0.0,0.0,0.0,0.0,,,,
abr.-08,0.0,0.0,0.0,0.0,,,,
may.-08,0.0,0.0,0.0,0.0,,,,
jun.-08,0.0,0.0,0.0,0.0,,,,
jul.-08,0.0,0.0,0.0,0.0,,,,
ago.-08,0.0,0.0,0.0,0.0,,,,
sep.-08,0.0,0.0,0.0,0.0,,,,
oct.-08,0.0,0.0,0.0,0.0,,,,
nov.-08,0.0,0.0,0.0,0.0,,,,
dic.-08,0.0,0.0,0.0,0.0,,,,
ene.-09,0.0,0.0,0.0,0.0,,,,
feb.-09,0.0,0.0,0.0,0.0,,,,
mar.-09,0.0,0.0,0.0,0.0,,,,
abr.-09,0.0,0.0,0.0,0.0,,,,
may.-09,0.0,0.0,0.0,0.0,,,,
jun.-09,0.0,0.0,0.0,0.0,,,,
jul.-09,0.0,0.0,0.0,0.0,,,,
ago.-09,0.0,0.0,0.0,0.0,,,,
sep.-09,0.0,0.0,0.0,0.0,,,,
oct.-09,0.0,0.0,0.0,0.0,,,,
nov.-09,0.0,0.0,0.0,0.0,,,,
dic.-09,0.0,0.0,0.0,0.0,,,,
ene.-10,0.0,0.0,0.0,0.0,,,,
feb.-10,0.0,0.0,0.0,0.0,,,,
mar.-10,0.0,0.0,0.0,0.0,,,,
abr.-10,0.0,0.0,0.0,0.0,,,,
may.-10,0.0,0.0,0.0,0.0,,,,
jun.-10,0.0,0.0,0.0,0.0,,,,
jul.-10,0.0,0.0,0.0,0.0,,,,
ago.-10,0.0,0.0,0.0,0.0,,,,
sep.-10,0.0,0.0,0.0,0.0,,,,
oct.-10,0.0,0.0,0.0,0.0,,,,
nov.-10,0.0,0.0,0.0,0.0,,,,
dic.-10,0.0,0.0,0.0,0.0,,,,
ene.-11,0.0,0.0,0.0,0.0,,,,
feb.-11,0.0,0.0,0.0,0.0,,,,
mar.-11,0.0,0.0,0.0,0.0,,,,
abr.-11,0.0,0.0,0.0,0.0,,,,
may.-11,0.0,0.0,0.0,0.0,,,,
jun.-11,0.0,0.0,0.0,0.0,,,,
jul.-11,0.0,0.0,0.0,0.0,,,,
ago.-11,0.0,0.0,0.0,0.0,,,,
sep.-11,0.0,0.0,0.0,0.0,,,,
oct.-11,0.0,0.0,0.0,0.0,,,,
nov.-11,0.0,0.0,0.0,0.0,,,,
dic.-11,0.0,0.0,0.0,0.0,,,,
ene.-12,0.0,0.0,0.0,0.0,,,,
feb.-12,0.0,0.0,0.0,0.0,,,,
mar.-12,0.0,0.0,0.0,0.0,,,,
abr.-12,0.0,0.0,0.0,0.0,,,,
may.-12,0.0,0.0,0.0,0.0,,,,
jun.-12,0.0,0.0,0.0,0.0,,,,
jul.-12,0.0,0.0,0.0,0.0,,,,
ago.-12,0.0,0.0,0.0,0.0,,,,
sep.-12,0.0,0.0,0.0,0.0,,,,
oct.-12,0.0,0.0,0.0,0.0,,,,
nov.-12,0.0,0.0,0.0,0.0,,,,
dic.-12,0.0,0.0,0.0,0.0,,,,
ene.-13,0.0,0.0,0.0,0.0,,,,
feb.-13,0.0,0.0,0.0,0.0,,,,
mzo-13,0.0,0.0,0.0,0.0,,,,
abr.-13,0.0,0.0,0.0,0.0,,,,
may.-13,0.0,0.0,0.0,0.0,,,,
jun.-13,0.0,0.0,0.0,0.0,,,,
jul.-13,0.0,0.0,0.0,0.0,,,,
ago.-13,0.0,0.0,0.0,0.0,,,,
sep.-13,0.0,0.0,0.0,0.0,,,,
oct.-13,0.0,0.0,0.0,0.0,,,,
nov.-13,0.0,0.0,0.0,0.0,,,,
dic.-13,0.0,0.0,0.0,0.0,,,,
ene.-14,0.0,0.0,0.0,0.0,,,,
feb.-14,0.0,0.0,0.0,0.0,,,,
mar.-14,0.0,0.0,0.0,0.0,,,,
abr.-14,0.0,0.0,0.0,0.0,,,,
may.-14,0.0,0.0,0.0,0.0,,,,
jun.-14,0.0,0.0,0.0,0.0,,,,
jul.-14,0.0,0.0,0.0,0.0,,,,
ago.-14,0.0,0.0,0.0,0.0,,,,
sep.-14,0.0,0.0,0.0,0.0,,,,
oct.-14,0.0,0.0,0.0,0.0,,,,
nov.-14,0.0,0.0,0.0,0.0,,,,
dic.-14,0.0,0.0,0.0,0.0,,,,
ene.-15,0.0,0.0,0.0,0.0,,,,
feb.-15,0.0,0.0,0.0,0.0,,,,
mar.-15,0.0,0.0,0.0,0.0,,,,
abr.-15,0.0,0.0,0.0,0.0,,,,
may.-15,0.0,0.0,0.0,0.0,,,,
jun.-15,0.0,0.0,0.0,0.0,,,,
jul.-15,0.0,0.0,0.0,0.0,,,,
ago.-15,0.0,0.0,0.0,0.0,,,,
sep.-15,0.0,0.0,0.0,0.0,,,,
oct.-15,0.0,0.0,0.0,0.0,,,,
nov.-15,0.0,0.0,0.0,0.0,,,,
dic.-15,0.0,0.0,0.0,0.0,,,,
ene.-16,0.0,0.0,0.0,0.0,,,,
feb.-16,0.0,0.0,0.0,0.0,,,,
mar.-16,0.0,0.0,0.0,0.0,,,,
abr.-16,0.0,0.0,0.0,0.0,,,,
may.-16,0.0,0.0,0.0,0.0,,,,
jun.-16,0.0,0.0,0.0,0.0,,,,
jul.-16,0.0,0.0,0.0,0.0,,,,
ago.-16,0.0,0.0,0.0,0.0,,,,
sep.-16,0.0,0.0,0.0,0.0,,,,
oct.-16,0.0,0.0,0.0,0.0,,,,
nov.-16,0.0,0.0,0.0,0.0,,,,
dic.-16,0.0,0.0,0.0,0.0,,,,
ene.-17,0.0,0.0,0.0,0.0,,,,
feb.-17,0.0,0.0,0.0,0.0,,,,
mar.-17,0.0,0.0,0.0,0.0,,,,
abr.-17,0.0,0.0,0.0,0.0,,,,
may.-17,0.0,0.0,0.0,0.0,,,,
jun.-17,0.0,0.0,0.0,0.0,,,,
jul.-17,0.0,0.0,0.0,0.0,,,,
ago.-17,0.0,0.0,0.0,0.0,,,,
sep.-17,0.0,0.0,0.0,0.0,,,,
oct.-17,0.0,0.0,0.0,0.0,,,,
nov.-17,0.0,0.0,0.0,0.0,,,,
dic.-17,0.0,0.0,0.0,0.0,,,,
ene.-18,0.0,0.0,0.0,0.0,,,,
feb.-18,0.0,0.0,0.0,0.0,,,,
mar.-18,0.0,0.0,0.0,0.0,,,,
abr.-18,0.0,0.0,0.0,0.0,,,,
may.-18,0.0,0.0,0.0,0.0,,,,
jun.-18,0.0,0.0,0.0,0.0,,,,
jul.-18,0.0,0.0,0.0,0.0,,,,
ago.-18,0.0,0.0,0.0,0.0,,,,
sep.-18,0.0,0.0,0.0,0.0,,,,
oct.-18,0.0,0.0,0.0,0.0,,,,
nov.-18,0.0,0.0,0.0,0.0,,,,
dic.-18,0.0,0.0,0.0,0.0,,,,
ene.-19,0.0,0.0,0.0,0.0,,,,
feb-19,0.0,0.0,0.0,0.0,,,,
mar-19,0.0,0.0,0.0,0.0,,,,
abr-19,0.0,0.0,0.0,0.0,,,,
may-19,0.0,0.0,0.0,0.0,,,,
jun-19,0.0,0.0,0.0,0.0,,,,
jul-19,0.0,0.0,0.0,0.0,,,,
ago-19,0.0,0.0,0.0,0.0,,,,
sep-19,0.0,0.0,0.0,0.0,,,,
oct-19,0.0,0.0,0.0,0.0,,,,
nov-19,0.0,0.0,0.0,0.0,,,,
dic-19,0.0,0.0,0.0,0.0,,,,
ene-20,0.0,0.0,0.0,0.0,,,,
feb-20,0.0,0.0,0.0,0.0,,,,
mar-20,0.0,0.0,0.0,0.0,,,,
abr-20,0.0,0.0,0.0,0.0,,,,
may-20,0.0,0.0,0.0,0.0,,,,
jun-20,0.0,0.0,0.0,0.0,,,,
jul-20,0.0,0.0,0.0,0.0,,,,
ago-20,0.0,0.0,0.0,0.0,,,,
sep-20,0.0,0.0,0.0,0.0,,,,
oct-20,0.0,0.0,0.0,0.0,,,,
nov-20,0.0,0.0,0.0,0.0,,,,
dic-20,0.0,0.0,0.0,0.0,,,,
ene-21,0.0,0.0,0.0,0.0,,,,
feb-21,0.0,0.0,0.0,0.0,,,,
mar-21,0.0,0.0,0.0,0.0,,,,
abr-21,0.0,0.0,0.0,0.0,,,,
may-21,0.0,0.0,0.0,0.0,,,,
jun-21,0.0,0.0,0.0,0.0,,,,
jul-21,0.0,0.0,0.0,0.0,,,,
ago-21,0.0,0.0,0.0,0.0,,,,
sep-21,0.0,0.0,0.0,0.0,,,,
oct-21,0.0,0.0,0.0,0.0,,,,
nov-21,0.0,0.0,0.0,0.0,,,,
dic-21,0.0,0.0,0.0,0.0,,,,
ene-22,0.0,0.0,0.0,0.0,,,,
feb-22,0.0,0.0,0.0,0.0,,,,
mar-22,0.0,0.0,0.0,0.0,,,,
abr-22,0.0,0.0,0.0,0.0,,,,
may-22,0.0,0.0,0.0,0.0,,,,
jun-22,0.0,0.0,0.0,0.0,,,,
jul-22,0.0,0.0,0.0,0.0,,,,
ago-22,0.0,0.0,0.0,0.0,,,,
sep-22,0.0,0.0,0.0,0.0,,,,
oct-22,0.0,0.0,0.0,0.0,,,,
nov-22,0.0,0.0,0.0,0.0,,,,
dic-22,0.0,0.0,0.0,0.0,,,,
ene-23,0.0,0.0,0.0,0.0,,,,
feb-23,0.0,0.0,0.0,0.0,,,,
mar-23,0.0,0.0,0.0,0.0,,,,
abr-23,0.0,0.0,0.0,0.0,,,,
may-23,0.0,0.0,0.0,0.0,,,,
jun-23,0.0,0.0,0.0,0.0,,,,
jul-23,0.0,0.0,0.0,0.0,,,,
ago-23,0.0,0.0,0.0,0.0,,,,
sep-23,0.0,0.0,0.0,0.0,,,,
oct-23,0.0,0.0,0.0,0.0,,,,
nov-23,0.0,0.0,0.0,0.0,,,,
dic-23,0.0,0.0,0.0,0.0,,,,
ene-24,0.0,0.0,0.0,0.0,,,,
feb-24,0.0,0.0,0.0,0.0,,,,
mar-24,0.0,0.0,0.0,0.0,,,,
abr-24,0.0,0.0,0.0,0.0,,,,
may-24,0.0,0.0,0.0,0.0,,,,
jun-24,0.0,0.0,0.0,0.0,,,,
jul-24,0.0,0.0,0.0,0.0,,,,
ago-24,0.0,0.0,0.0,0.0,,,,
sep-24,0.0,0.0,0.0,0.0,,,,
oct-24,0.0,0.0,0.0,0.0,,,,
nov-24,0.0,0.0,0.0,0.0,,,,
dic-24,0.0,0.0,0.0,0.0,,,,
ene-25,0.0,0.0,0.0,0.0,,,,
feb-25,0.0,0.0,0.0,0.0,,,,
mar-25,0.0,0.0,0.0,0.0,,,,
abr-25,0.0,0.0,0.0,0.0,,,,
may-25,0.0,0.0,0.0,0.0,,,,
jun-25,0.0,0.0,0.0,0.0,,,,
jul-25,0.0,0.0,0.0,0.0,,,,
ago-25,0.0,0.0,0.0,0.0,,,,
sep-25,0.0,0.0,0.0,0.0,,,,
oct-25,0.0,0.0,0.0,0.0,,,,
nov-25,0.0,0.0,0.0,0.0,,,,
dic-25,0.0,0.0,0.0,0.0,,,,
ene-26,0.0,0.0,0.0,0.0,,,,
feb-26,0.0,0.0,0.0,0.0,,,,
mar-26,0.0,0.0,0.0,0.0,,,,
abr-26,0.0,0.0,0.0,0.0,,,,
may-26,0.0,0.0,0.0,0.0,,,,
jun-26,0.0,0.0,0.0,0.0,,,,
jul-26,0.0,0.0,0.0,0.0,,,,
